Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11605272_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.4512132578199352e-05)	(12, 4.3536397734598055e-05)	(14, 4.3536397734598055e-05)	(16, 4.3536397734598055e-05)	(18, 5.804853031279741e-05)	(20, 7.256066289099676e-05)	(22, 8.707279546919611e-05)	(24, 9.43288617582958e-05)	(26, 0.0001233531269146945)	(28, 0.00013060919320379417)	(30, 0.00013060919320379417)	(32, 0.0001886577235165916)	(34, 0.0002104259223838906)	(36, 0.000246706253829389)	(38, 0.0002539623201184887)	(40, 0.0002974987178530867)	(42, 0.0003120108504312861)	(44, 0.00037005938074408345)	(46, 0.00040633971218958186)	(48, 0.00043536397734598054)	(50, 0.0005442049716824758)	(52, 0.0007110944963317682)	(54, 0.0009142643524265592)	(56, 0.0011246902748104498)	(58, 0.0013060919320379417)	(60, 0.0015818224510237293)	(62, 0.0018357847711422178)	(64, 0.002176819886729903)	(66, 0.002597671731497684)	(68, 0.0032579737638057547)	(70, 0.003983580392715722)	(72, 0.004868820479985882)	(74, 0.0057540605672560426)	(76, 0.006987591836402988)	(78, 0.008395268696488326)	(80, 0.009831969821730062)	(82, 0.01145732867048839)	(84, 0.013503539364014498)	(86, 0.0156440789192989)	(88, 0.018082117192436395)	(90, 0.02085393451487247)	(92, 0.024003067284341727)	(94, 0.027863294550142755)	(96, 0.03167272935192009)	(98, 0.03634563604210028)	(100, 0.04113463979290606)	(102, 0.046750835100669214)	(104, 0.053484464616953706)	(106, 0.061212175214844865)	(108, 0.06915031173511992)	(110, 0.07753106829903003)	(112, 0.0872469410601345)	(114, 0.09699183808639536)	(116, 0.10803557097840508)	(118, 0.12007338495202144)	(120, 0.13305448754322075)	(122, 0.14800198409876608)	(124, 0.16382746467529247)	(126, 0.18081391585807483)	(128, 0.19934590916043538)	(130, 0.21878491074893344)	(132, 0.24014676990404288)	(134, 0.26226325995321864)	(136, 0.28641144856334244)	(138, 0.3132153574352766)
SRR11605273_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.3395213863296216e-05)	(7, 4.018564158988865e-05)	(8, 6.697606931648108e-05)	(9, 8.03712831797773e-05)	(10, 9.376649704307351e-05)	(12, 0.00010716171090636973)	(14, 0.00012725453170131404)	(16, 0.00014734735249625838)	(18, 0.00014734735249625838)	(20, 0.00021432342181273946)	(22, 0.00024781145647098)	(24, 0.0002679042772659243)	(26, 0.0002946947049925168)	(28, 0.0003214851327191092)	(30, 0.00035497316737734974)	(32, 0.0004688324852153676)	(34, 0.0004822276990786638)	(36, 0.0005090181268052563)	(38, 0.0005358085545318486)	(40, 0.0005826918030533855)	(42, 0.0007166439416863476)	(44, 0.000984548218952272)	(46, 0.001493566345757528)	(48, 0.002009282079494432)	(50, 0.002920156622198575)	(52, 0.004386932540229511)	(54, 0.006101519914731427)	(56, 0.008459077554671561)	(58, 0.011359141356075192)	(60, 0.014594085504061226)	(62, 0.019021203685880627)	(64, 0.024493148549037135)	(66, 0.03116396505295865)	(68, 0.03893318909367045)	(70, 0.04826965315638791)	(72, 0.05898582424702489)	(74, 0.07097454065467501)	(76, 0.08499932956954614)	(78, 0.10106019099163831)	(80, 0.11859452593869305)	(82, 0.1385132089534145)	(84, 0.16109084192000028)	(86, 0.18520892448086512)	(88, 0.2115037292945156)	(90, 0.2398881874708403)	(92, 0.27034220618904425)	(94, 0.30432586376022674)	(96, 0.3412899564159927)	(98, 0.3813550410811116)	(100, 0.4251707856279536)	(102, 0.4702054946363554)	(104, 0.5190846300235233)	(106, 0.5707231794665303)	(108, 0.6244647774860747)	(110, 0.6815752717922381)	(112, 0.7424230307662611)	(114, 0.8067267549170146)	(116, 0.875316947504023)	(118, 0.9454676825061052)	(120, 1.018217088997667)	(122, 1.097449778999064)	(124, 1.1800580628940118)	(126, 1.2642938652733502)	(128, 1.3570624188836082)	(130, 1.4522956918447125)	(132, 1.5491497856832757)	(134, 1.6520384233672538)	(136, 1.7575793133961648)	(138, 1.8667570039889607)
SRR11605273_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.3395213863296216e-05)	(7, 4.018564158988865e-05)	(8, 6.697606931648108e-05)	(9, 8.03712831797773e-05)	(10, 9.376649704307351e-05)	(12, 9.376649704307351e-05)	(14, 0.00012725453170131404)	(16, 0.00014734735249625838)	(18, 0.00014734735249625838)	(20, 0.00021432342181273946)	(22, 0.00024781145647098)	(24, 0.0002679042772659243)	(26, 0.0002946947049925168)	(28, 0.0003214851327191092)	(30, 0.0003616707743089978)	(32, 0.0004822276990786638)	(34, 0.00049562291294196)	(36, 0.0005224133406685524)	(38, 0.0005625989822584411)	(40, 0.000622877444643274)	(42, 0.0007635271902078843)	(44, 0.0010448266813371048)	(46, 0.0015538448081423612)	(48, 0.002103048576537506)	(50, 0.0030474111538998892)	(52, 0.004547675106589065)	(54, 0.006315843336544166)	(56, 0.00874707465273243)	(58, 0.01175430016504243)	(60, 0.015096406023934836)	(62, 0.019670871558250494)	(64, 0.025263373346176662)	(66, 0.032061444381799496)	(68, 0.04004499184432404)	(70, 0.04958238411499094)	(72, 0.06053966905516725)	(74, 0.07282308016780989)	(76, 0.08714926139460519)	(78, 0.10345123666623668)	(80, 0.1212199878558991)	(82, 0.14138648232709156)	(84, 0.1643056932471914)	(86, 0.18901316521804126)	(88, 0.21583038337236027)	(90, 0.2447908357448067)	(92, 0.27559313002345637)	(94, 0.3097777158025883)	(96, 0.34713696726732146)	(98, 0.38771107005924565)	(100, 0.43218318008538914)	(102, 0.47797471867706726)	(104, 0.5276441716821696)	(106, 0.5803074549857187)	(108, 0.6352278318252331)	(110, 0.6932492006741007)	(112, 0.7553092265027521)	(114, 0.8205707084447312)	(116, 0.8899579162566057)	(118, 0.9613276157202479)	(120, 1.0352758938525746)	(122, 1.1156806650670101)	(124, 1.199869584197827)	(126, 1.2856793242061024)	(128, 1.3798543752720067)	(130, 1.476400379191714)	(132, 1.5745404135611536)	(134, 1.6787015965621452)	(136, 1.7855887055843174)	(138, 1.896480983551615)
SRR11605273_2 - polyg	(1, 0.019744545234498624)	(2, 0.020159796864260806)	(3, 0.020159796864260806)	(4, 0.020159796864260806)	(5, 0.0201731920781241)	(6, 0.0201731920781241)	(7, 0.020199982505850693)	(8, 0.020199982505850693)	(9, 0.020240168147440583)	(10, 0.020313841823688714)	(12, 0.020414305927663433)	(14, 0.020481281996979916)	(16, 0.020481281996979916)	(18, 0.020487979603911563)	(20, 0.02049467721084321)	(22, 0.02049467721084321)	(24, 0.02049467721084321)	(26, 0.020508072424706508)	(28, 0.020508072424706508)	(30, 0.020508072424706508)	(32, 0.020528165245501453)	(34, 0.0205348628524331)	(36, 0.020541560459364748)	(38, 0.020554955673228043)	(40, 0.020561653280159693)	(42, 0.020561653280159693)	(44, 0.020561653280159693)	(46, 0.020575048494022988)	(48, 0.020575048494022988)	(50, 0.020588443707886286)	(52, 0.020608536528681227)	(54, 0.020621931742544525)	(56, 0.020668814991066063)	(58, 0.020702303025724303)	(60, 0.02070900063265595)	(62, 0.020715698239587597)	(64, 0.02074918627424584)	(66, 0.02074918627424584)	(68, 0.020762581488109135)	(70, 0.020762581488109135)	(72, 0.020789371915835728)	(74, 0.020789371915835728)	(76, 0.02079606952276738)	(78, 0.020842952771288913)	(80, 0.020876440805947152)	(82, 0.020956812089126933)	(84, 0.0210639738000333)	(86, 0.021124252262418132)	(88, 0.021184530724802968)	(90, 0.021258204401051094)	(92, 0.021398854146615708)	(94, 0.021619875175360095)	(96, 0.021901174666489314)	(98, 0.022222659799208424)	(100, 0.022637911428970606)	(102, 0.023233998445887288)	(104, 0.02401092084995847)	(106, 0.025049049924363923)	(108, 0.02615415506808586)	(110, 0.027654419020775037)	(112, 0.029596725030952988)	(114, 0.03208153720259444)	(116, 0.03543034066841849)	(118, 0.03919439576400473)	(120, 0.04380234933297863)	(122, 0.04920062051988701)	(124, 0.055449487787114685)	(126, 0.06277666977033772)	(128, 0.07126253775273587)	(130, 0.08095397498283069)	(132, 0.0918576790675538)	(134, 0.10447597052677884)	(136, 0.11890261585754885)	(138, 0.1346553873607852)
SRR11605273_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.094413361798738e-05)	(16, 4.188826723597476e-05)	(18, 4.188826723597476e-05)	(20, 0.00011170204596259935)	(22, 0.00014660893532591167)	(24, 0.00016755306894389904)	(26, 0.00019547858043454888)	(28, 0.00022340409192519873)	(30, 0.00025831098128851105)	(32, 0.0003351061378877981)	(34, 0.000349068893633123)	(36, 0.00037699440512377287)	(38, 0.00039095716086909776)	(40, 0.000439826805977735)	(42, 0.0005794543634309842)	(44, 0.0008307839668468327)	(46, 0.0013264617958058675)	(48, 0.0018500651362555521)	(50, 0.002764625637574334)	(52, 0.004244677746578776)	(54, 0.006003984970489715)	(56, 0.00834274655783164)	(58, 0.011198130107750587)	(60, 0.014465414952156617)	(62, 0.018877645767679294)	(64, 0.024309157752610687)	(66, 0.03084372744142275)	(68, 0.038572112746460094)	(70, 0.04792017771795513)	(72, 0.05853187208440207)	(74, 0.07045606549090955)	(76, 0.08449561639283376)	(78, 0.10051787861059411)	(80, 0.11801321155948623)	(82, 0.1377844736948663)	(84, 0.16016677115462216)	(86, 0.18411987863572704)	(88, 0.21047458010502784)	(90, 0.23877708600080144)	(92, 0.26907626596815654)	(94, 0.30274047007013494)	(96, 0.33942761079097616)	(98, 0.379472794268568)	(100, 0.42335075419825163)	(102, 0.46808742360627265)	(104, 0.5168034784017113)	(106, 0.5683958608806868)	(108, 0.6218452898737907)	(110, 0.6785969106006637)	(112, 0.7387973319966322)	(114, 0.8027816601995836)	(116, 0.8707872620571886)	(118, 0.940398580825506)	(120, 1.0125231956279819)	(122, 1.0910497339396894)	(124, 1.173171681855818)	(126, 1.256661979834988)	(128, 1.3480551975660124)	(130, 1.4418779347967232)	(132, 1.537725271610506)	(134, 1.6397441464637228)	(136, 1.7440738573927905)	(138, 1.8517895365900996)
SRR11605273_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.094413361798738e-05)	(16, 4.188826723597476e-05)	(18, 4.188826723597476e-05)	(20, 0.00011170204596259935)	(22, 0.00014660893532591167)	(24, 0.00016755306894389904)	(26, 0.00019547858043454888)	(28, 0.00022340409192519873)	(30, 0.00025831098128851105)	(32, 0.0003351061378877981)	(34, 0.000349068893633123)	(36, 0.00037699440512377287)	(38, 0.0004049199166144227)	(40, 0.0004537895617230599)	(42, 0.0005934171191763092)	(44, 0.0008447467225921577)	(46, 0.00133344317367853)	(48, 0.0018640278920008767)	(50, 0.002792551149064984)	(52, 0.004265621880196763)	(54, 0.006052854615598353)	(56, 0.008447467225921577)	(58, 0.011400590066057797)	(60, 0.01475863282280844)	(62, 0.019345398085147677)	(64, 0.024951444516895634)	(66, 0.03167451140826958)	(68, 0.03961931942735946)	(70, 0.049190788490779694)	(72, 0.0600887193500058)	(74, 0.07235500027227373)	(76, 0.08665984353335912)	(78, 0.10285664019793603)	(80, 0.12056839586088068)	(82, 0.14062589448903995)	(84, 0.16337820497604688)	(86, 0.1878688785533468)	(88, 0.21459359304989872)	(90, 0.2434057395303767)	(92, 0.27420757870456347)	(94, 0.30822085170017494)	(96, 0.3454385771393385)	(98, 0.3860352894688708)	(100, 0.4306393126973112)	(102, 0.47638828189686827)	(104, 0.525746623456592)	(106, 0.5784630077730661)	(108, 0.6333924888751743)	(110, 0.6911284838820929)	(112, 0.7526483856959945)	(114, 0.8178474736487892)	(116, 0.8870468911226195)	(118, 0.9577891931063083)	(120, 1.0312891393496986)	(122, 1.1112119532359386)	(124, 1.1951281152653412)	(126, 1.2804405528692766)	(128, 1.373816481916137)	(130, 1.4693636194813953)	(132, 1.5666281760033287)	(134, 1.669973512652351)	(136, 1.7760206425380938)	(138, 1.8859563998989097)
SRR11605274_1 - illumina_universal_adapter	(1, 0.0)	(2, 1.581182411369587e-05)	(3, 1.581182411369587e-05)	(4, 1.581182411369587e-05)	(5, 3.162364822739174e-05)	(6, 4.743547234108761e-05)	(7, 4.743547234108761e-05)	(8, 6.324729645478348e-05)	(9, 6.324729645478348e-05)	(10, 7.115320851163141e-05)	(12, 9.487094468217522e-05)	(14, 0.00011068276879587109)	(16, 0.00014230641702326282)	(18, 0.0001581182411369587)	(20, 0.00017393006525065458)	(22, 0.0002055537134780463)	(24, 0.00022136553759174218)	(26, 0.0002688010099328298)	(28, 0.0003083305702170694)	(30, 0.00033204830638761324)	(32, 0.00039529560284239676)	(34, 0.0004269192510697885)	(36, 0.0005771315801498993)	(38, 0.0008222148539121852)	(40, 0.001446781906403172)	(42, 0.00218203172769003)	(44, 0.0031228352624549345)	(46, 0.004498463960346475)	(48, 0.006783272544775528)	(50, 0.009510812204388066)	(52, 0.013764192890972256)	(54, 0.018879317991752867)	(56, 0.024642727881195012)	(58, 0.031552495018880106)	(60, 0.03915798241756782)	(62, 0.04847905273259154)	(64, 0.05900972759231299)	(66, 0.07056817101942467)	(68, 0.08351014905648474)	(70, 0.09706088232192209)	(72, 0.11252484630511667)	(74, 0.13018665384011496)	(76, 0.14939011422619858)	(78, 0.16860148052433907)	(80, 0.1891568518721437)	(82, 0.21153058299302335)	(84, 0.2365765123891176)	(86, 0.2636858848320492)	(88, 0.2924713106310325)	(90, 0.32234775229386087)	(92, 0.3539397768730252)	(94, 0.3888127549557815)	(96, 0.4278600546045534)	(98, 0.4695400229682557)	(100, 0.5112911445404696)	(102, 0.555777711684353)	(104, 0.6028020765984845)	(106, 0.6545146473623269)	(108, 0.7081325429318696)	(110, 0.763371150473066)	(112, 0.8203648704908828)	(114, 0.8810111218789634)	(116, 0.949183801545163)	(118, 1.0212620017674459)	(120, 1.0971113220408446)	(122, 1.1756407465015153)	(124, 1.2546287138614831)	(126, 1.3385104407846395)	(128, 1.4288592037702978)	(130, 1.523627371595734)	(132, 1.6206171007091446)	(134, 1.7229828500212117)	(136, 1.832195119174509)	(138, 1.947771647533569)
SRR11605274_2 - illumina_universal_adapter	(1, 0.0)	(2, 1.581182411369587e-05)	(3, 1.581182411369587e-05)	(4, 1.581182411369587e-05)	(5, 3.162364822739174e-05)	(6, 4.743547234108761e-05)	(7, 4.743547234108761e-05)	(8, 6.324729645478348e-05)	(9, 6.324729645478348e-05)	(10, 7.115320851163141e-05)	(12, 9.487094468217522e-05)	(14, 0.00011068276879587109)	(16, 0.00014230641702326282)	(18, 0.00016602415319380662)	(20, 0.00018974188936435045)	(22, 0.00022136553759174218)	(24, 0.00023717736170543804)	(26, 0.0002925187461033736)	(28, 0.00034786013050130916)	(30, 0.000371577866671853)	(32, 0.00043482516312663645)	(34, 0.00048226063546772405)	(36, 0.0006403788766046828)	(38, 0.0009170857985943603)	(40, 0.0015337469390284994)	(42, 0.0022689967603153572)	(44, 0.003249329855364501)	(46, 0.0046565822014834335)	(48, 0.006988826258253575)	(50, 0.009747989566093504)	(52, 0.013993464340620845)	(54, 0.019235084034311026)	(56, 0.025156612164890128)	(58, 0.032248215279882725)	(60, 0.0398141731182862)	(62, 0.04917477299359416)	(64, 0.05982403653416832)	(66, 0.07146944499390533)	(68, 0.08449838806359072)	(70, 0.09840488737158624)	(72, 0.11415346418882732)	(74, 0.13217103776638378)	(76, 0.15158795777800232)	(78, 0.1712104315030989)	(80, 0.19221643983814385)	(82, 0.21507243159449124)	(84, 0.24064015118633744)	(86, 0.2681606310562251)	(88, 0.29727019924953924)	(90, 0.32754193651520996)	(92, 0.35948972713693245)	(94, 0.394813342206929)	(96, 0.4345405502925899)	(98, 0.4768767093570106)	(100, 0.519173338861147)	(102, 0.5642686612334077)	(104, 0.6119175932000303)	(106, 0.6643021664887045)	(108, 0.7189873601859218)	(110, 0.7749928411966325)	(112, 0.832832493804532)	(114, 0.894340489606809)	(116, 0.9634302550716031)	(118, 1.0366231888939013)	(120, 1.1136346782396571)	(122, 1.1933737072450252)	(124, 1.273460596380895)	(126, 1.3584649628161238)	(128, 1.4500233303464798)	(130, 1.5463568687591718)	(132, 1.6446194497137347)	(134, 1.7481078385378743)	(136, 1.8584032176429597)	(138, 1.975845541247436)
SRR11605274_2 - polyg	(1, 0.03247748672953132)	(2, 0.03304671239762437)	(3, 0.03306252422173806)	(4, 0.03307833604585176)	(5, 0.03309414786996546)	(6, 0.03310995969407915)	(7, 0.033141583342306546)	(8, 0.03315739516642024)	(9, 0.03326807793521611)	(10, 0.03344200800046676)	(12, 0.03365546762600166)	(14, 0.03382149177919547)	(16, 0.03385311542742286)	(18, 0.03385311542742286)	(20, 0.03386892725153655)	(22, 0.033892644987707096)	(24, 0.033900550899763945)	(26, 0.033916362723877644)	(28, 0.033932174547991335)	(30, 0.033932174547991335)	(32, 0.033971704108275574)	(34, 0.03400332775650297)	(36, 0.03404285731678721)	(38, 0.03404285731678721)	(40, 0.03404285731678721)	(42, 0.03404285731678721)	(44, 0.03404285731678721)	(46, 0.03404285731678721)	(48, 0.0340586691409009)	(50, 0.0340586691409009)	(52, 0.0340586691409009)	(54, 0.03406657505295775)	(56, 0.034106104613242)	(58, 0.03415354008558308)	(60, 0.03415354008558308)	(62, 0.03416935190969678)	(64, 0.03420097555792417)	(66, 0.03420097555792417)	(68, 0.03420097555792417)	(70, 0.03422469329409471)	(72, 0.03426422285437895)	(74, 0.03434328197494743)	(76, 0.03436699971111797)	(78, 0.03440652927140221)	(80, 0.034533023864311785)	(82, 0.03461998889693711)	(84, 0.03480182487424461)	(86, 0.034928319467154176)	(88, 0.03518130865297331)	(90, 0.0354105801026219)	(92, 0.03575053432106636)	(94, 0.03613792401185191)	(96, 0.03681783244874083)	(98, 0.0375056467976866)	(100, 0.0384938858047926)	(102, 0.039687678525376635)	(104, 0.04117398999206405)	(106, 0.04337973945592462)	(108, 0.04566454804035368)	(110, 0.04840789952407991)	(112, 0.051625605731217016)	(114, 0.05554693811141359)	(116, 0.05998215477530529)	(118, 0.06472570200941405)	(120, 0.0702598404492076)	(122, 0.0767585001599366)	(124, 0.08466441221678453)	(126, 0.09393804705946716)	(128, 0.10374928392201545)	(130, 0.1152207623165018)	(132, 0.12786231569540166)	(134, 0.1422194519906375)	(136, 0.15845819535540318)	(138, 0.17474437419250993)
SRR11605274_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 1.6503839783363997e-05)	(3, 1.6503839783363997e-05)	(4, 1.6503839783363997e-05)	(5, 3.3007679566727995e-05)	(6, 3.3007679566727995e-05)	(7, 3.3007679566727995e-05)	(8, 4.951151935009199e-05)	(9, 4.951151935009199e-05)	(10, 5.776343924177399e-05)	(12, 8.251919891681999e-05)	(14, 9.902303870018398e-05)	(16, 0.00012377879837522997)	(18, 0.00013203071826691198)	(20, 0.000148534558050276)	(22, 0.00018154223761700399)	(24, 0.00019804607740036797)	(26, 0.00023930567685877794)	(28, 0.00027231335642550596)	(30, 0.00028881719620887)	(32, 0.00034658063545064396)	(34, 0.00037133639512569)	(36, 0.00048686327360923794)	(38, 0.0007096651106846519)	(40, 0.0013533148622358478)	(42, 0.0020712318928121816)	(44, 0.0030202026803556117)	(46, 0.004365265622699777)	(48, 0.006576780153670553)	(50, 0.009275157958250567)	(52, 0.013491889022900067)	(54, 0.018591575515959545)	(56, 0.024417430959487035)	(58, 0.031316035988933184)	(60, 0.03892430612906399)	(62, 0.04824897560666465)	(64, 0.0586298908304006)	(66, 0.07000928836103007)	(68, 0.0829317949114041)	(70, 0.09652270697300433)	(72, 0.11199505676990809)	(74, 0.1296376614983242)	(76, 0.14883162716637655)	(78, 0.16784405059681184)	(80, 0.188366575367425)	(82, 0.2105972475556163)	(84, 0.23569133594622127)	(86, 0.2628071447102883)	(88, 0.2913752913752914)	(90, 0.3210161876262131)	(92, 0.3524147428140631)	(94, 0.3871140659585859)	(96, 0.4258238221704662)	(98, 0.4672319561869265)	(100, 0.5083100134077194)	(102, 0.5525072963475682)	(104, 0.599015116857088)	(106, 0.6501275086661662)	(108, 0.7035421861250238)	(110, 0.7584999726036259)	(112, 0.8150998911406728)	(114, 0.8752728909908178)	(116, 0.9429056264230435)	(118, 1.0143424969253347)	(120, 1.0897320370557413)	(122, 1.1676879242724612)	(124, 1.246039903643982)	(126, 1.328889179356469)	(128, 1.4180346699463098)	(130, 1.5119992817528927)	(132, 1.607894842814129)	(134, 1.7091541518049589)	(136, 1.8170727601483763)	(138, 1.930866735454671)
SRR11605274_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 1.6503839783363997e-05)	(3, 1.6503839783363997e-05)	(4, 1.6503839783363997e-05)	(5, 3.3007679566727995e-05)	(6, 3.3007679566727995e-05)	(7, 3.3007679566727995e-05)	(8, 4.951151935009199e-05)	(9, 4.951151935009199e-05)	(10, 5.776343924177399e-05)	(12, 8.251919891681999e-05)	(14, 9.902303870018398e-05)	(16, 0.00012377879837522997)	(18, 0.00014028263815859399)	(20, 0.00016503839783363997)	(22, 0.00019804607740036797)	(24, 0.00021454991718373198)	(26, 0.00026406143653382396)	(28, 0.00030532103599223393)	(30, 0.00032182487577559794)	(32, 0.00038784023490905393)	(34, 0.0004373517542591459)	(36, 0.0005611305526343759)	(38, 0.0007921843096014719)	(40, 0.0014193302213693039)	(42, 0.0021537510917290018)	(44, 0.0031109737991641137)	(46, 0.004456036741508279)	(48, 0.006708810871937465)	(50, 0.009398936756625797)	(52, 0.013648675500842027)	(54, 0.018921652311626826)	(56, 0.02489604231320459)	(58, 0.03202570109961784)	(60, 0.03967523083920705)	(62, 0.04895038879745762)	(64, 0.05950459433891889)	(66, 0.07095825914857351)	(68, 0.08401279641721443)	(70, 0.09780175455621505)	(72, 0.11362893690846113)	(74, 0.13159336651265283)	(76, 0.15091936289897206)	(78, 0.17040214576323326)	(80, 0.19123824348973034)	(82, 0.21395577895153087)	(84, 0.23959449405498684)	(86, 0.26710639497385463)	(88, 0.2961283972329002)	(90, 0.32637168363591473)	(92, 0.3582736059371573)	(94, 0.39356706731388125)	(96, 0.4330112443961212)	(98, 0.4751372954431578)	(100, 0.5168755062552853)	(102, 0.5618649735047356)	(104, 0.6093877801609322)	(106, 0.6613748754785289)	(108, 0.7159118140426552)	(110, 0.7717690597894507)	(112, 0.8292436818350157)	(114, 0.8902913851936791)	(116, 0.9589721144521484)	(118, 1.0318118113360253)	(120, 1.1086289336076933)	(122, 1.1879876472059991)	(124, 1.2673628646440882)	(126, 1.351928539694045)	(128, 1.4423613297869884)	(130, 1.5377122641353738)	(132, 1.63527471301473)	(134, 1.7374994966328865)	(136, 1.8471922677530155)	(138, 1.9634700709467063)
