Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR11605264_1	(1, 36.36523369518126)	(2, 36.34350816735138)	(3, 36.34503198908279)	(4, 36.39722962968897)	(5, 36.41785519350618)	(6, 36.41429620117651)	(7, 36.39558416363838)	(8, 36.39047172908018)	(9, 36.383335824547146)	(10, 36.37722400917329)	(15, 36.34363560927676)	(20, 36.30255079915258)	(25, 36.20398521125528)	(30, 36.15829739695914)	(35, 36.11512125324428)	(40, 36.12499238405367)	(45, 36.110862057661095)	(50, 36.07365839703146)	(55, 36.03062999740478)	(60, 36.004961696797)	(65, 35.94723313987599)	(70, 35.91991127765116)	(75, 35.898309249374435)	(80, 35.85057038958017)	(85, 35.812359463390436)	(90, 35.77608457927404)	(95, 35.72582336022087)	(100, 35.69151757507426)	(105, 35.64028024995905)	(110, 35.57876944016417)	(115, 35.542232925891625)	(120, 35.477196855294075)	(125, 35.43980294885226)	(130, 35.3651454450738)	(135, 35.36079648146442)	(140, 35.21968259898042)	(145, 35.127907778848524)	(150, 35.08158581184512)
SRR11605264_2	(1, 36.038617960309374)	(2, 35.92707496852954)	(3, 36.03690450414972)	(4, 36.08436760871091)	(5, 36.11061052588083)	(6, 36.08743696684423)	(7, 36.07510746126619)	(8, 36.07105124514661)	(9, 36.0709390878194)	(10, 36.06898539994101)	(15, 36.04358741535758)	(20, 36.01581473127463)	(25, 35.95313577761816)	(30, 35.92114079180965)	(35, 35.882150646264435)	(40, 35.83946217610092)	(45, 35.77837168221444)	(50, 35.72364725508645)	(55, 35.687395266243996)	(60, 35.64672855839676)	(65, 35.566407720977864)	(70, 35.51430598331934)	(75, 35.46837743133157)	(80, 35.408918636816225)	(85, 35.377458991423126)	(90, 35.284621311958226)	(95, 35.288804105632806)	(100, 35.19964602978873)	(105, 35.139375401747756)	(110, 35.13323816123543)	(115, 34.99004818759452)	(120, 34.91318120555212)	(125, 34.90923883333611)	(130, 34.79491507771849)	(135, 34.677679490198564)	(140, 34.62210473343977)	(145, 34.55881262495159)	(150, 34.37721671473058)
SRR11605264_kneaddata_paired_1	(1, 36.55462312048104)	(2, 36.517457768833246)	(3, 36.534620938923695)	(4, 36.582397044764186)	(5, 36.597138487074496)	(6, 36.58599816315527)	(7, 36.56528266102205)	(8, 36.559963510909)	(9, 36.55576279612816)	(10, 36.551786432173586)	(15, 36.52529546716192)	(20, 36.4930341723479)	(25, 36.44860441174616)	(30, 36.419883390671124)	(35, 36.40462401655683)	(40, 36.38602537730875)	(45, 36.367570596943565)	(50, 36.33657755194374)	(55, 36.3104952061815)	(60, 36.30197484132378)	(65, 36.263563445832915)	(70, 36.25140172055158)	(75, 36.24264716732498)	(80, 36.21063686792115)	(85, 36.18872871732732)	(90, 36.16767633341162)	(95, 36.13373725736717)	(100, 36.114982335220155)	(105, 36.08116519729167)	(110, 36.03712893994345)	(115, 36.01773575385447)	(120, 35.973163595149416)	(125, 35.95808117416867)	(130, 35.90452832561702)	(135, 35.92116998448678)	(140, 35.81063809216092)	(145, 35.75417970280044)	(150, 36.3069318584705)
SRR11605264_kneaddata_paired_2	(1, 36.245577976625476)	(2, 36.13207825197518)	(3, 36.268115167642506)	(4, 36.32077975408583)	(5, 36.342224396404454)	(6, 36.3143210389523)	(7, 36.30173371857955)	(8, 36.301377279544894)	(9, 36.30681015384404)	(10, 36.30721332157151)	(15, 36.28656846561071)	(20, 36.26237030409272)	(25, 36.20916583752)	(30, 36.1832411702794)	(35, 36.151013373212024)	(40, 36.11517945742943)	(45, 36.061025991286606)	(50, 36.01165317077512)	(55, 35.98885870672761)	(60, 35.96498758130478)	(65, 35.90115929793493)	(70, 35.86661794790126)	(75, 35.8377012172367)	(80, 35.79566631010505)	(85, 35.781526045348734)	(90, 35.70709349979393)	(95, 35.72909460255439)	(100, 35.65878215156151)	(105, 35.619852825056164)	(110, 35.63061355231234)	(115, 35.51202583046739)	(120, 35.46084188544893)	(125, 35.48108131106341)	(130, 35.39389914663559)	(135, 35.30760854355519)	(140, 35.282259391028866)	(145, 35.26271092943633)	(150, 36.04181362425622)
SRR11605265_1	(1, 35.42725005296117)	(2, 35.465722540711816)	(3, 36.0170517887868)	(4, 36.024142000636346)	(5, 36.111449643481514)	(6, 36.24785029686706)	(7, 36.14947307906228)	(8, 36.25445373746511)	(9, 36.26094532147632)	(10, 36.11271641932758)	(15, 36.194229728391726)	(20, 36.18752857586242)	(25, 36.15249132095313)	(30, 36.092564674811925)	(35, 36.100420584018195)	(40, 35.96079088459864)	(45, 35.921441590782756)	(50, 35.887259941213514)	(55, 35.8403338593953)	(60, 35.84419977261247)	(65, 35.82013512860988)	(70, 35.74678995170169)	(75, 35.94150606114751)	(80, 35.92907385184823)	(85, 35.94890251292001)	(90, 35.933033022243045)	(95, 35.89409337066005)	(100, 35.72453927036014)	(105, 35.80093972539534)	(110, 35.763348563496415)	(115, 35.72010874151097)	(120, 35.605681631766494)	(125, 35.63634405850489)	(130, 35.478463753832266)	(135, 35.4674787866747)	(140, 35.35761347468668)	(145, 35.328819248047346)	(150, 35.24100672228822)
SRR11605265_2	(1, 35.46576855148809)	(2, 35.36729541015681)	(3, 35.437537769888564)	(4, 35.573928018010214)	(5, 35.59612016974237)	(6, 35.670608527471444)	(7, 35.65385345128784)	(8, 35.55474542627684)	(9, 35.660109616203464)	(10, 35.669266898758245)	(15, 35.65909799693792)	(20, 35.57661029994311)	(25, 35.47278417060211)	(30, 35.42096946819184)	(35, 35.39859265554203)	(40, 35.47360508089036)	(45, 35.48095366844895)	(50, 35.42946159425226)	(55, 35.36461446139834)	(60, 35.36666442845105)	(65, 35.30786392451112)	(70, 35.32271899950787)	(75, 35.198995079123094)	(80, 35.17581143580774)	(85, 35.12618765925947)	(90, 35.167621485114054)	(95, 35.15987512382671)	(100, 35.07165650012771)	(105, 35.0837770717734)	(110, 34.95722743939625)	(115, 34.89519863730062)	(120, 34.79918107321518)	(125, 34.671711257828946)	(130, 34.67727553772859)	(135, 34.54243365790712)	(140, 34.48896861561054)	(145, 34.34531913513398)	(150, 34.255945917340256)
SRR11605265_kneaddata_paired_1	(1, 35.789701518791674)	(2, 35.760863926431)	(3, 36.31044251922187)	(4, 36.32449837047461)	(5, 36.38726513148884)	(6, 36.489060529462904)	(7, 36.38299607837085)	(8, 36.47739718591848)	(9, 36.48821310260126)	(10, 36.352982786466484)	(15, 36.42735427967226)	(20, 36.413270227624956)	(25, 36.408407589872056)	(30, 36.36341199449243)	(35, 36.370624979064246)	(40, 36.265486173455585)	(45, 36.32500896620412)	(50, 36.32905830587829)	(55, 36.327335301959764)	(60, 36.31209982142822)	(65, 36.29863851789433)	(70, 36.218944619702974)	(75, 36.277549726408914)	(80, 36.25461471239802)	(85, 36.278010707422816)	(90, 36.262796340259264)	(95, 36.22488808735707)	(100, 36.08073306464166)	(105, 36.15203462887592)	(110, 36.12085522456731)	(115, 36.09187068102396)	(120, 35.995096771811355)	(125, 36.04560883067289)	(130, 35.922351263058445)	(135, 35.924275021894445)	(140, 35.84141580581594)	(145, 35.8489958779035)	(150, 36.33261002951438)
SRR11605265_kneaddata_paired_2	(1, 35.84151732200485)	(2, 35.70898656551327)	(3, 35.85021817909504)	(4, 36.03333253244012)	(5, 36.045053750749524)	(6, 36.07263721449107)	(7, 36.08742860139317)	(8, 36.05768027068554)	(9, 36.15156962500835)	(10, 36.169089333558055)	(15, 36.157761032289386)	(20, 36.08672554576342)	(25, 36.033262065529314)	(30, 35.995659638156454)	(35, 35.97110211265691)	(40, 36.02609618750863)	(45, 36.01969723781285)	(50, 35.97222332054089)	(55, 35.88952063706996)	(60, 35.87860004900242)	(65, 35.83170852175847)	(70, 35.883754595554166)	(75, 35.781577303100704)	(80, 35.75739345100112)	(85, 35.648628558992876)	(90, 35.653726191620386)	(95, 35.6284512603087)	(100, 35.53921415844543)	(105, 35.56423527592202)	(110, 35.439206953461884)	(115, 35.38226641604207)	(120, 35.3053151525957)	(125, 35.20048321860605)	(130, 35.22673014684354)	(135, 35.11777561522705)	(140, 35.09195007049615)	(145, 34.98622624137172)	(150, 35.91684796978796)
SRR11605266_1	(1, 36.369880512208006)	(2, 36.35888344115739)	(3, 36.33607489753073)	(4, 36.35719994818032)	(5, 36.39189896094312)	(6, 36.41075263423144)	(7, 36.37649825186172)	(8, 36.359564931940135)	(9, 36.36695776877513)	(10, 36.37211938591099)	(15, 36.34799321586334)	(20, 36.32788213971815)	(25, 36.225525249550266)	(30, 36.1597180120173)	(35, 36.11260120545389)	(40, 36.114555691540545)	(45, 36.08308035902449)	(50, 36.08482658380346)	(55, 36.10050674160006)	(60, 36.07173270356741)	(65, 36.026052082910454)	(70, 35.99795651026037)	(75, 35.99174647560274)	(80, 35.939478627875)	(85, 35.891930507850915)	(90, 35.89019105789969)	(95, 35.849531463773936)	(100, 35.839824764684636)	(105, 35.77142261297865)	(110, 35.745480711522404)	(115, 35.67955375088855)	(120, 35.63591261196243)	(125, 35.599956532498354)	(130, 35.55594078697123)	(135, 35.53210761529425)	(140, 35.42589602914934)	(145, 35.34035198591663)	(150, 35.294342346526236)
SRR11605266_2	(1, 36.18542354438818)	(2, 36.082482493405536)	(3, 36.13788998248629)	(4, 36.190048915807765)	(5, 36.22494483816307)	(6, 36.222806630125696)	(7, 36.22669530367389)	(8, 36.21916024717261)	(9, 36.20321302670084)	(10, 36.22192727299996)	(15, 36.20590710676844)	(20, 36.17734489846421)	(25, 36.12529588801572)	(30, 36.09885626944369)	(35, 36.07141123540536)	(40, 36.03698427593512)	(45, 35.993616017761425)	(50, 35.95097385562946)	(55, 35.94078086871392)	(60, 35.898188457607034)	(65, 35.85892597776667)	(70, 35.815254429690086)	(75, 35.78769986065059)	(80, 35.73495715438617)	(85, 35.703113033346376)	(90, 35.6356370419654)	(95, 35.63060365525229)	(100, 35.553233234822514)	(105, 35.48777381487706)	(110, 35.51222590068361)	(115, 35.4016572469841)	(120, 35.34835122155057)	(125, 35.351775948689216)	(130, 35.19683465567456)	(135, 35.16292478105282)	(140, 35.02732885350004)	(145, 35.05330193985039)	(150, 34.91263187318557)
SRR11605266_kneaddata_paired_1	(1, 36.538847361753845)	(2, 36.51129520047264)	(3, 36.51723441448092)	(4, 36.53782394207201)	(5, 36.56819909230651)	(6, 36.57423334779911)	(7, 36.54060218176312)	(8, 36.52537256126661)	(9, 36.534267254490814)	(10, 36.54020773932406)	(15, 36.52118354362782)	(20, 36.508783671791875)	(25, 36.46065571864476)	(30, 36.41025907254112)	(35, 36.39068920623461)	(40, 36.36124543550766)	(45, 36.3232307615351)	(50, 36.32362424339314)	(55, 36.34269484131663)	(60, 36.322958439160274)	(65, 36.28968423078696)	(70, 36.2700039962485)	(75, 36.272360302915665)	(80, 36.23119709797668)	(85, 36.19703798826219)	(90, 36.20469643135139)	(95, 36.17666560138083)	(100, 36.17769685398152)	(105, 36.12250658014197)	(110, 36.10848543771657)	(115, 36.05564268870857)	(120, 36.02706787067529)	(125, 36.00665268790946)	(130, 35.97508184301426)	(135, 35.966261258342)	(140, 35.87836837064597)	(145, 35.81586693215027)	(150, 36.33626952487234)
SRR11605266_kneaddata_paired_2	(1, 36.380809596621226)	(2, 36.26771306935324)	(3, 36.3536957347599)	(4, 36.409020153391275)	(5, 36.43910274349479)	(6, 36.426508868059976)	(7, 36.4249730625665)	(8, 36.41950445937889)	(9, 36.40876544762106)	(10, 36.42440367890309)	(15, 36.410100922429656)	(20, 36.38488962073986)	(25, 36.34022531456297)	(30, 36.317653137788525)	(35, 36.29376135799815)	(40, 36.26378497641538)	(45, 36.22392747104479)	(50, 36.18299175571898)	(55, 36.18150757442911)	(60, 36.149401606479316)	(65, 36.119351968611724)	(70, 36.08622917430502)	(75, 36.06847101809244)	(80, 36.025209895765926)	(85, 36.00394550889437)	(90, 35.94870347037316)	(95, 35.954855941294724)	(100, 35.890225314636325)	(105, 35.83885764161146)	(110, 35.8747254273737)	(115, 35.77930631034219)	(120, 35.74294790753824)	(125, 35.76435986231543)	(130, 35.62932699080861)	(135, 35.61429675200797)	(140, 35.50262300154032)	(145, 35.55524949453975)	(150, 36.165866426451736)
SRR11605267_1	(1, 35.80096019690664)	(2, 35.93028631996467)	(3, 36.13202744906653)	(4, 36.17876581787372)	(5, 36.16112988435966)	(6, 36.189420611435686)	(7, 36.20145171468681)	(8, 36.17221168586518)	(9, 36.206154605330276)	(10, 36.15819335765837)	(15, 36.15363154250208)	(20, 36.117480387306124)	(25, 36.050713342884386)	(30, 36.005464428703235)	(35, 35.989112551693516)	(40, 35.91514934701107)	(45, 35.72142990190049)	(50, 35.609073123191514)	(55, 35.53400973188731)	(60, 35.531099188834666)	(65, 35.50083183244066)	(70, 35.48452578250001)	(75, 35.70924211050876)	(80, 35.73158737441783)	(85, 35.72531558058572)	(90, 35.73748525081615)	(95, 35.68681234358097)	(100, 35.56667960233037)	(105, 35.620503831932965)	(110, 35.57605434551251)	(115, 35.5682480187936)	(120, 35.465739529647294)	(125, 35.43913077581597)	(130, 35.28139580116968)	(135, 35.33842841233355)	(140, 35.25452870846852)	(145, 35.267001458865806)	(150, 35.363711925203035)
SRR11605267_2	(1, 34.393564479229084)	(2, 33.788134982433895)	(3, 34.57656948819513)	(4, 34.6067970079866)	(5, 34.66750027752708)	(6, 34.71346999459548)	(7, 34.68576184039113)	(8, 34.55192995047943)	(9, 34.60183128562338)	(10, 34.67390505971653)	(15, 34.513737281724715)	(20, 34.558333759218065)	(25, 34.37804115862362)	(30, 34.32314040474213)	(35, 34.28458089479225)	(40, 34.28909710752195)	(45, 34.302894350072755)	(50, 34.23314892056472)	(55, 34.24465413573386)	(60, 34.207820703838635)	(65, 34.08019538655451)	(70, 34.02582973109732)	(75, 33.993920537584465)	(80, 34.073796370189115)	(85, 34.20010236209712)	(90, 34.166352972141894)	(95, 34.110860135523076)	(100, 34.07791084725602)	(105, 34.01050911290364)	(110, 33.98826314097758)	(115, 34.05358648296152)	(120, 33.98851848461414)	(125, 33.78146676947805)	(130, 33.86924080758228)	(135, 33.52127340096196)	(140, 33.43966153115202)	(145, 33.36226852228856)	(150, 33.10625440275891)
SRR11605267_kneaddata_paired_1	(1, 36.30088831068119)	(2, 36.30875607575058)	(3, 36.44558023013261)	(4, 36.486648569130246)	(5, 36.46769840183526)	(6, 36.474941158538826)	(7, 36.46261543224456)	(8, 36.45021090524096)	(9, 36.47573693775694)	(10, 36.42980385316039)	(15, 36.430726318012034)	(20, 36.40104794148799)	(25, 36.37575766342296)	(30, 36.34692066258227)	(35, 36.33663036940477)	(40, 36.29910391719405)	(45, 36.307505238627975)	(50, 36.24217604806665)	(55, 36.26601632123306)	(60, 36.24756056904748)	(65, 36.20698571690501)	(70, 36.18586512899061)	(75, 36.17625027072026)	(80, 36.1798860209738)	(85, 36.17477048842312)	(90, 36.18651259514037)	(95, 36.13906334936538)	(100, 36.03483615157218)	(105, 36.06804722816761)	(110, 36.03823640691578)	(115, 36.03843380565065)	(120, 35.950294046255024)	(125, 35.93053515078289)	(130, 35.79799072324775)	(135, 35.85247892486497)	(140, 35.78241591558647)	(145, 35.807530942312965)	(150, 36.39984772210831)
SRR11605267_kneaddata_paired_2	(1, 35.126190808253476)	(2, 34.553873562210896)	(3, 35.42431267430609)	(4, 35.47772530634045)	(5, 35.52286062550924)	(6, 35.522596805052224)	(7, 35.57612256468027)	(8, 35.57414542249918)	(9, 35.57420759949723)	(10, 35.69059499501073)	(15, 35.51709746546693)	(20, 35.58011838673143)	(25, 35.474375952355146)	(30, 35.43453819977729)	(35, 35.387530143969975)	(40, 35.37046169443546)	(45, 35.394567975650794)	(50, 35.33401765080726)	(55, 35.3444505744576)	(60, 35.28693877724211)	(65, 35.21136713839919)	(70, 35.220220105957814)	(75, 35.22196903593083)	(80, 35.25877576998427)	(85, 35.272438690761334)	(90, 35.18478193062795)	(95, 35.12523374197947)	(100, 35.09757841248122)	(105, 35.02563051301563)	(110, 35.02714130265825)	(115, 35.092945988746074)	(120, 35.042233543959824)	(125, 34.8645024649384)	(130, 34.967351253271936)	(135, 34.65152163566009)	(140, 34.593124384479495)	(145, 34.56494133619553)	(150, 35.80093783139865)
SRR11605268_1	(1, 36.33586632135874)	(2, 36.3169293192892)	(3, 36.31048320644796)	(4, 36.33238341562996)	(5, 36.363003159533505)	(6, 36.37082110304851)	(7, 36.350874719031445)	(8, 36.3407835424115)	(9, 36.35091587206391)	(10, 36.35379567821424)	(15, 36.33142504078964)	(20, 36.30966407232664)	(25, 36.2044231581328)	(30, 36.138997614068)	(35, 36.091511847259575)	(40, 36.08446055831073)	(45, 36.035424945646845)	(50, 36.04662676332721)	(55, 36.05155270580245)	(60, 36.01318811221035)	(65, 35.95415752285928)	(70, 35.920238325139536)	(75, 35.94925355383807)	(80, 35.90162869733096)	(85, 35.854899882034275)	(90, 35.854876209601834)	(95, 35.814280140018475)	(100, 35.80582122858414)	(105, 35.74235664539357)	(110, 35.71814982761977)	(115, 35.65795857173304)	(120, 35.61707816867495)	(125, 35.5822399746588)	(130, 35.54375331890712)	(135, 35.520193811905344)	(140, 35.41574148797662)	(145, 35.333338165983015)	(150, 35.284576617413286)
SRR11605268_2	(1, 36.15878633288914)	(2, 36.02174937765477)	(3, 36.10756496563061)	(4, 36.16674831201776)	(5, 36.19701202555792)	(6, 36.18927185749875)	(7, 36.18153829657782)	(8, 36.15782320090929)	(9, 36.15370846398949)	(10, 36.15539226485337)	(15, 36.14599517754419)	(20, 36.11599389953488)	(25, 36.053241377071075)	(30, 36.021093232195035)	(35, 35.99490098825798)	(40, 35.95869658907432)	(45, 35.90925341036879)	(50, 35.86392579919472)	(55, 35.85558385298475)	(60, 35.81706793704945)	(65, 35.76898665943279)	(70, 35.72201330451111)	(75, 35.68873549001652)	(80, 35.64755482084178)	(85, 35.63605032071993)	(90, 35.580960794940665)	(95, 35.581685503617784)	(100, 35.505388951845475)	(105, 35.441160583474485)	(110, 35.459674388901064)	(115, 35.3467323076412)	(120, 35.28084029961673)	(125, 35.27289429088511)	(130, 35.103881014123985)	(135, 35.04878861895897)	(140, 34.892658431152014)	(145, 34.888679801279935)	(150, 34.7381753462754)
SRR11605268_kneaddata_paired_1	(1, 36.51655616001828)	(2, 36.48308478594825)	(3, 36.50022098684712)	(4, 36.5221490712998)	(5, 36.54591210039865)	(6, 36.54362962763121)	(7, 36.52088742287281)	(8, 36.51321001447325)	(9, 36.52331074004012)	(10, 36.5253134283828)	(15, 36.50965660945077)	(20, 36.49573546961887)	(25, 36.445679052509966)	(30, 36.39751836134881)	(35, 36.37933165959932)	(40, 36.348710896833666)	(45, 36.311240890739654)	(50, 36.30559067042932)	(55, 36.325548294900265)	(60, 36.3061028155959)	(65, 36.277675604870545)	(70, 36.26274352577767)	(75, 36.263488503118886)	(80, 36.22487886917078)	(85, 36.19150952831844)	(90, 36.2014689141156)	(95, 36.173351637597115)	(100, 36.17656074190772)	(105, 36.12459372102482)	(110, 36.11215351105393)	(115, 36.064898109242606)	(120, 36.036918842459066)	(125, 36.01851413499523)	(130, 35.99142560014995)	(135, 35.981803807002635)	(140, 35.895060601660894)	(145, 35.8373823965271)	(150, 36.35031040750295)
SRR11605268_kneaddata_paired_2	(1, 36.35898361126628)	(2, 36.227960033517)	(3, 36.34954168042049)	(4, 36.416311844577606)	(5, 36.431412347967395)	(6, 36.410646328999825)	(7, 36.42075856016555)	(8, 36.42355402394434)	(9, 36.41509701203565)	(10, 36.4262012638702)	(15, 36.414781877650256)	(20, 36.391039717327274)	(25, 36.347510664499914)	(30, 36.3229071712414)	(35, 36.30033159929412)	(40, 36.27065473205444)	(45, 36.22967968412767)	(50, 36.18729547256082)	(55, 36.18587198317523)	(60, 36.15514666685819)	(65, 36.124012775662116)	(70, 36.09282110843253)	(75, 36.074902034889746)	(80, 36.03654827147411)	(85, 36.015452277020174)	(90, 35.961725256188956)	(95, 35.96976237938766)	(100, 35.905976641364944)	(105, 35.857762162187285)	(110, 35.892273470133446)	(115, 35.79933947905387)	(120, 35.75993384690543)	(125, 35.780763520055885)	(130, 35.64614438021946)	(135, 35.626833635214986)	(140, 35.51553597246289)	(145, 35.56271770718929)	(150, 36.183364682630994)
SRR11605269_1	(1, 36.324822785300114)	(2, 36.31175641214534)	(3, 36.32021906385728)	(4, 36.3543931228719)	(5, 36.381700511261144)	(6, 36.38752467690756)	(7, 36.3652036400934)	(8, 36.3559957918792)	(9, 36.367539143082794)	(10, 36.36838080777517)	(15, 36.34730546713202)	(20, 36.32841991387174)	(25, 36.2315646350047)	(30, 36.17089538490909)	(35, 36.1314512038156)	(40, 36.13096399892264)	(45, 36.10821700235637)	(50, 36.10516828328573)	(55, 36.12502151787833)	(60, 36.09604587832564)	(65, 36.055313036236974)	(70, 36.03075758536877)	(75, 36.02491388288721)	(80, 35.978628161537195)	(85, 35.931937354854384)	(90, 35.9369018592217)	(95, 35.89787942246359)	(100, 35.894362022013794)	(105, 35.8265935643152)	(110, 35.81030215417927)	(115, 35.74899390365625)	(120, 35.716184423670455)	(125, 35.68315229672318)	(130, 35.653229201731804)	(135, 35.63191232581766)	(140, 35.53404121258893)	(145, 35.46006867481283)	(150, 35.41746062081334)
SRR11605269_2	(1, 36.1004195352949)	(2, 35.989605957843)	(3, 36.03420729595407)	(4, 36.099895040177174)	(5, 36.11875943528818)	(6, 36.107907574556634)	(7, 36.111554720668856)	(8, 36.126407173990714)	(9, 36.1065977554122)	(10, 36.11615357816933)	(15, 36.0980955841686)	(20, 36.06667431386493)	(25, 36.011944018455424)	(30, 35.981066780104605)	(35, 35.95287176276769)	(40, 35.91448601606439)	(45, 35.86743645309974)	(50, 35.819913871740674)	(55, 35.810741206042884)	(60, 35.765259332233406)	(65, 35.722852807579)	(70, 35.679468103583325)	(75, 35.647948622176855)	(80, 35.59558167582675)	(85, 35.56602503835928)	(90, 35.49681109805728)	(95, 35.49641736192332)	(100, 35.41673475848196)	(105, 35.354014221762135)	(110, 35.38744434079293)	(115, 35.27810830743115)	(120, 35.22682496637293)	(125, 35.23807226561827)	(130, 35.09153311260493)	(135, 35.061350566821545)	(140, 34.93487878346316)	(145, 34.97629630650457)	(150, 34.83708427732659)
SRR11605269_kneaddata_paired_1	(1, 36.49785926300619)	(2, 36.4702266082569)	(3, 36.49610018314028)	(4, 36.53228030324721)	(5, 36.554190115939356)	(6, 36.550691468547484)	(7, 36.529722065805366)	(8, 36.52036801969898)	(9, 36.53225400400639)	(10, 36.53378504400351)	(15, 36.517947386672006)	(20, 36.50607811510796)	(25, 36.4583304435982)	(30, 36.413058166921715)	(35, 36.39801245608398)	(40, 36.366684842835525)	(45, 36.33541279733784)	(50, 36.33054851464855)	(55, 36.35369583617631)	(60, 36.3324445203466)	(65, 36.30348313433705)	(70, 36.28565936056231)	(75, 36.28595639593627)	(80, 36.25030120838254)	(85, 36.21346317644806)	(90, 36.22737635370449)	(95, 36.19706436809706)	(100, 36.202678529412864)	(105, 36.14659694228082)	(110, 36.13841414840591)	(115, 36.08665887399324)	(120, 36.064714978565874)	(125, 36.04364191278875)	(130, 36.02248740556644)	(135, 36.01334478875327)	(140, 35.92893345080925)	(145, 35.87284619106482)	(150, 36.36681875129808)
SRR11605269_kneaddata_paired_2	(1, 36.3093172483783)	(2, 36.19157872858017)	(3, 36.26283949085518)	(4, 36.33219313398933)	(5, 36.34548018914244)	(6, 36.32618799927465)	(7, 36.32756701269256)	(8, 36.34541868285343)	(9, 36.32755131798433)	(10, 36.33857218452311)	(15, 36.32500665434419)	(20, 36.29633229514959)	(25, 36.24976367799125)	(30, 36.22496094880874)	(35, 36.19987715709449)	(40, 36.16674427063616)	(45, 36.124162830477005)	(50, 36.07743090112334)	(55, 36.077468296223955)	(60, 36.04322013779982)	(65, 36.01173459175644)	(70, 35.97928816660052)	(75, 35.95846196066542)	(80, 35.915594904000045)	(85, 35.89796866977137)	(90, 35.839208146874434)	(95, 35.85134961653011)	(100, 35.783061864548365)	(105, 35.73434354740969)	(110, 35.77760575169358)	(115, 35.6808449316142)	(120, 35.644618450774125)	(125, 35.672734662544585)	(130, 35.54171850153325)	(135, 35.52801649319604)	(140, 35.42044668767328)	(145, 35.48291289336129)	(150, 36.1441607201146)
SRR11605270_1	(1, 36.3436132096199)	(2, 36.319555252004974)	(3, 36.32476515424909)	(4, 36.353018472510946)	(5, 36.38627838703295)	(6, 36.39085376583326)	(7, 36.3700472127197)	(8, 36.35580112996372)	(9, 36.36912761352576)	(10, 36.36665222647392)	(15, 36.34648504334046)	(20, 36.32755586440833)	(25, 36.236113604799016)	(30, 36.18419069803046)	(35, 36.14340699571417)	(40, 36.146583763556634)	(45, 36.12186941094949)	(50, 36.12239907523117)	(55, 36.142988130708346)	(60, 36.12126230150327)	(65, 36.08638660148945)	(70, 36.068083868440645)	(75, 36.066954078695815)	(80, 36.02324090615814)	(85, 35.98465743190244)	(90, 35.98890685006954)	(95, 35.960655197027855)	(100, 35.95570141558626)	(105, 35.903451479461125)	(110, 35.88613348802483)	(115, 35.83871771088398)	(120, 35.8101384071349)	(125, 35.78573234394402)	(130, 35.758742480412536)	(135, 35.74523366766978)	(140, 35.66385030714613)	(145, 35.602004080037936)	(150, 35.5653401324024)
SRR11605270_2	(1, 35.83702005620988)	(2, 35.71958587217273)	(3, 35.777510058426856)	(4, 35.870747475078865)	(5, 35.90915316844174)	(6, 35.918368049445604)	(7, 35.921782620668814)	(8, 35.91619096048905)	(9, 35.90355206372971)	(10, 35.929605178784996)	(15, 35.92073474981434)	(20, 35.8932834711738)	(25, 35.84272731249372)	(30, 35.81356048427584)	(35, 35.786043168471565)	(40, 35.748840807935)	(45, 35.70167165735635)	(50, 35.65445796835187)	(55, 35.64724848464965)	(60, 35.60330402048767)	(65, 35.55973582152021)	(70, 35.52000694918742)	(75, 35.49214674715396)	(80, 35.44281922270505)	(85, 35.41344108550483)	(90, 35.34863586158491)	(95, 35.35197296278953)	(100, 35.276983575461315)	(105, 35.218812091586116)	(110, 35.253124723498885)	(115, 35.149968112276596)	(120, 35.105283122223184)	(125, 35.120573223458635)	(130, 34.97786017717943)	(135, 34.95890246581824)	(140, 34.83979950749249)	(145, 34.88957850543757)	(150, 34.76205594543247)
SRR11605270_kneaddata_paired_1	(1, 36.54153560577231)	(2, 36.504837554140565)	(3, 36.52730293460611)	(4, 36.55631232711128)	(5, 36.58507568252439)	(6, 36.58244684671602)	(7, 36.560580365456495)	(8, 36.54800922821925)	(9, 36.56029854589989)	(10, 36.55924084758995)	(15, 36.543380701132584)	(20, 36.52967243896152)	(25, 36.485522075299365)	(30, 36.446513207777805)	(35, 36.42856746600862)	(40, 36.40147995751029)	(45, 36.36903503051043)	(50, 36.3681465118957)	(55, 36.38741939925376)	(60, 36.370907996567595)	(65, 36.34433882084669)	(70, 36.32975055857928)	(75, 36.332768428650034)	(80, 36.29650293159479)	(85, 36.26630356156083)	(90, 36.27550912968063)	(95, 36.253839236712054)	(100, 36.25385308797539)	(105, 36.20968423160033)	(110, 36.198264264479555)	(115, 36.15766531286687)	(120, 36.135783508487144)	(125, 36.12048010676502)	(130, 36.098622664549154)	(135, 36.093008561891835)	(140, 36.02117577693892)	(145, 35.97243041291314)	(150, 36.42433821530237)
