Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR11605259_1	(0.0, 1.3684618399968414e-05)	(1.0, 2.0526927599952626e-05)	(2.0, 3.421154599992104e-05)	(3.0, 2.736923679993683e-05)	(4.0, 5.473847359987366e-05)	(5.0, 8.21077103998105e-05)	(6.0, 6.158078279985787e-05)	(7.0, 6.158078279985787e-05)	(8.0, 0.00011631925639973153)	(9.0, 9.579232879977891e-05)	(10.0, 0.00020526927599952624)	(11.0, 0.0008279194131980891)	(12.0, 0.002169012016394994)	(13.0, 0.0035101046195918986)	(14.0, 0.005624378162387019)	(15.0, 0.010557683095575632)	(16.0, 0.020041123646753745)	(17.0, 0.03467682302551997)	(18.0, 0.05655168553786948)	(19.0, 0.08277141439220896)	(20.0, 0.12205995381851828)	(21.0, 0.18516657156997265)	(22.0, 0.2590156147654022)	(23.0, 0.3559848207475784)	(24.0, 0.48771979977487434)	(25.0, 0.6517915320812957)	(26.0, 0.847502102128444)	(27.0, 1.0417552603159956)	(28.0, 1.3156323706637636)	(29.0, 1.6448090239658038)	(30.0, 1.9581115199238806)	(31.0, 2.328992047799825)	(32.0, 2.7380526610116807)	(33.0, 3.168721286677086)	(34.0, 3.647354499834382)	(35.0, 4.166631029639584)	(36.0, 4.669362855799223)	(37.0, 5.187633566152027)	(38.0, 5.688353753406871)	(39.0, 6.08782144912035)	(40.0, 6.3558962812665305)	(41.0, 6.421774034243978)	(42.0, 6.320726811978612)	(43.0, 5.970304788610621)	(44.0, 5.434791459073857)	(45.0, 4.809164917373301)	(46.0, 4.0660422420906155)	(47.0, 3.319388935260739)	(48.0, 2.640255535616306)	(49.0, 2.0387618184640943)	(50.0, 1.5363036846724543)	(51.0, 1.1658131684209092)	(52.0, 0.8573892389224211)	(53.0, 0.6064338643946003)	(54.0, 0.42787012120261253)	(55.0, 0.30955975282568554)	(56.0, 0.24925163953702473)	(57.0, 0.18975776104316203)	(58.0, 0.133007648538493)	(59.0, 0.09809818700017359)	(60.0, 0.07232320824383308)	(61.0, 0.05763961270066697)	(62.0, 0.050318341856683865)	(63.0, 0.03966486643230845)	(64.0, 0.025788663374740478)	(65.0, 0.014799914799565843)	(66.0, 0.008060240237581397)	(67.0, 0.004639085637589293)	(68.0, 0.002606919805193983)	(69.0, 0.00138214645839681)	(70.0, 0.0007663386303982313)	(71.0, 0.00046527702559892613)	(72.0, 0.0002873769863993367)	(73.0, 0.00018474234839957362)	(74.0, 0.00011631925639973153)	(75.0, 0.00010263463799976312)	(76.0, 6.158078279985787e-05)	(77.0, 3.421154599992104e-05)	(78.0, 2.0526927599952626e-05)	(79.0, 6.842309199984207e-06)	(80.0, 6.842309199984207e-06)	(81.0, 6.842309199984207e-06)	(82.0, 1.3684618399968414e-05)	(83.0, 1.3684618399968414e-05)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 2.0526927599952626e-05)	(98.0, 6.158078279985787e-05)	(99.0, 4.105385519990525e-05)	(100.0, 0.0)
SRR11605259_2	(0.0, 0.0005747634113002181)	(1.0, 0.0005337088819216311)	(2.0, 0.0006021330975526096)	(3.0, 0.0007663512150669575)	(4.0, 0.0009168844894551099)	(5.0, 0.0012932176754254909)	(6.0, 0.0016011266457648934)	(7.0, 0.0017653447632792413)	(8.0, 0.0018953507729781002)	(9.0, 0.002196417321754405)	(10.0, 0.0026753868311712534)	(11.0, 0.003099616968083319)	(12.0, 0.004379149800382615)	(13.0, 0.006390821739933378)	(14.0, 0.00897725709078436)	(15.0, 0.013541152273370617)	(16.0, 0.022922112236377745)	(17.0, 0.03711329455824266)	(18.0, 0.058612183109496056)	(19.0, 0.08625556622441131)	(20.0, 0.12544211451627263)	(21.0, 0.18578543028123243)	(22.0, 0.261428400661279)	(23.0, 0.36420841496057155)	(24.0, 0.5003999737524709)	(25.0, 0.6583709603797107)	(26.0, 0.8491582008235675)	(27.0, 1.0444477546559428)	(28.0, 1.3120685468318254)	(29.0, 1.640265297105813)	(30.0, 1.9583968452604839)	(31.0, 2.3291534576569397)	(32.0, 2.736811249543183)	(33.0, 3.1574491151346225)	(34.0, 3.6330042561914846)	(35.0, 4.149059690480324)	(36.0, 4.661974453271701)	(37.0, 5.1807121168132735)	(38.0, 5.659962165514209)	(39.0, 6.0596622211225695)	(40.0, 6.315979332876213)	(41.0, 6.390773842982436)	(42.0, 6.310395916880726)	(43.0, 5.963779367758879)	(44.0, 5.439971469839051)	(45.0, 4.81258983671861)	(46.0, 4.071528211748862)	(47.0, 3.3232478320300456)	(48.0, 2.636166070771577)	(49.0, 2.0512690331364105)	(50.0, 1.555713493850613)	(51.0, 1.1763149030199644)	(52.0, 0.867235878593272)	(53.0, 0.6159274194238148)	(54.0, 0.4346169328448483)	(55.0, 0.3160446095779259)	(56.0, 0.2531559129914937)	(57.0, 0.1937842210884938)	(58.0, 0.13640367386035535)	(59.0, 0.10059043939910127)	(60.0, 0.07640932159511352)	(61.0, 0.06039121271590149)	(62.0, 0.05230347042831985)	(63.0, 0.041444547407683587)	(64.0, 0.02721915297800319)	(65.0, 0.016182326996726382)	(66.0, 0.009463069021764305)	(67.0, 0.0061376521420987585)	(68.0, 0.0038522833400240816)	(69.0, 0.002346950596142557)	(70.0, 0.0016284963320172847)	(71.0, 0.0011837389304159254)	(72.0, 0.0008758299600765229)	(73.0, 0.00066371489162049)	(74.0, 0.0006568724700573922)	(75.0, 0.0006089755191157073)	(76.0, 0.00045159982316445713)	(77.0, 0.00043107255847516364)	(78.0, 0.0004242301369120658)	(79.0, 0.00034896349971798963)	(80.0, 0.00036264834284418525)	(81.0, 0.0003694907644072831)	(82.0, 0.0003010665487763048)	(83.0, 0.00028738170565010906)	(84.0, 0.0002463271762715221)	(85.0, 0.00020527264689293508)	(86.0, 0.0002121150684560329)	(87.0, 0.00020527264689293508)	(88.0, 0.00023264233314532643)	(89.0, 0.00021895749001913073)	(90.0, 0.0002463271762715221)	(91.0, 0.00027369686252391343)	(92.0, 0.0003010665487763048)	(93.0, 0.0003147513919025004)	(94.0, 0.00021895749001913073)	(95.0, 0.0002463271762715221)	(96.0, 0.00028738170565010906)	(97.0, 0.00026685444096081557)	(98.0, 0.0003010665487763048)	(99.0, 0.00037633318597038093)	(100.0, 0.0021416779492496223)
SRR11605259_kneaddata_paired_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 7.135325297339708e-06)	(7.0, 1.4270650594679417e-05)	(8.0, 4.281195178403825e-05)	(9.0, 8.56239035680765e-05)	(10.0, 0.0002640070360015692)	(11.0, 0.0008276977344914061)	(12.0, 0.0021120562880125537)	(13.0, 0.003503444720993797)	(14.0, 0.0055726890572223116)	(15.0, 0.010431845584710654)	(16.0, 0.0200359934349299)	(17.0, 0.034670545619773646)	(18.0, 0.05641901712606508)	(19.0, 0.0824272778348683)	(20.0, 0.120879545862232)	(21.0, 0.1835205666475773)	(22.0, 0.25772794973991026)	(23.0, 0.3544972314224314)	(24.0, 0.48572299896580595)	(25.0, 0.649157624901372)	(26.0, 0.8447440266267506)	(27.0, 1.0379971769798995)	(28.0, 1.31028832565168)	(29.0, 1.6402971206536416)	(30.0, 1.9539232087729108)	(31.0, 2.323304728765593)	(32.0, 2.7309173217014213)	(33.0, 3.160157085613486)	(34.0, 3.637852843619785)	(35.0, 4.156769375868815)	(36.0, 4.660451988608025)	(37.0, 5.182586552566155)	(38.0, 5.686219218028285)	(39.0, 6.08683919217272)	(40.0, 6.354949040220259)	(41.0, 6.421678602400979)	(42.0, 6.327064188958255)	(43.0, 5.980601333820629)	(44.0, 5.444310284472576)	(45.0, 4.819612554690485)	(46.0, 4.077410287911802)	(47.0, 3.3292642951604368)	(48.0, 2.648425825938877)	(49.0, 2.0457477100243757)	(50.0, 1.5417226016708934)	(51.0, 1.170464491125011)	(52.0, 0.8613907405454443)	(53.0, 0.6094495396216765)	(54.0, 0.4289543509001712)	(55.0, 0.30938056956735244)	(56.0, 0.24947951369618557)	(57.0, 0.1900422539693458)	(58.0, 0.13329501187960308)	(59.0, 0.09837472987442256)	(60.0, 0.07236646916561933)	(61.0, 0.05766056372780218)	(62.0, 0.05043247920159706)	(63.0, 0.039558243448451345)	(64.0, 0.025287592853771926)	(65.0, 0.014234973968192717)	(66.0, 0.007713286646424224)	(67.0, 0.004580878840892092)	(68.0, 0.0027042882876917493)	(69.0, 0.0013771177823865637)	(70.0, 0.0007634798068153486)	(71.0, 0.0005066080961111193)	(72.0, 0.00028541301189358837)	(73.0, 0.000171247807136153)	(74.0, 0.00013557118064945445)	(75.0, 0.00012843585535211475)	(76.0, 7.135325297339709e-05)	(77.0, 3.5676626486698546e-05)	(78.0, 2.1405975892019124e-05)	(79.0, 7.135325297339708e-06)	(80.0, 7.135325297339708e-06)	(81.0, 7.135325297339708e-06)	(82.0, 1.4270650594679417e-05)	(83.0, 1.4270650594679417e-05)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 1.4270650594679417e-05)	(99.0, 1.4270650594679417e-05)	(100.0, 0.0)
SRR11605259_kneaddata_paired_2	(0.0, 0.00021346629342322446)	(1.0, 0.00016365749162447208)	(2.0, 6.403988802696734e-05)	(3.0, 2.134662934232245e-05)	(4.0, 2.134662934232245e-05)	(5.0, 1.4231086228214966e-05)	(6.0, 1.4231086228214966e-05)	(7.0, 2.134662934232245e-05)	(8.0, 3.557771557053741e-05)	(9.0, 5.692434491285986e-05)	(10.0, 0.00029885281079251424)	(11.0, 0.0007827097425518231)	(12.0, 0.0019283121839231275)	(13.0, 0.0038423932816180405)	(14.0, 0.006275909026642799)	(15.0, 0.010787163360986942)	(16.0, 0.02037891547880383)	(17.0, 0.03458865507767647)	(18.0, 0.05536604097087031)	(19.0, 0.08217029188171321)	(20.0, 0.12117058369013631)	(21.0, 0.18274849379962246)	(22.0, 0.258386717102585)	(23.0, 0.3595839712714216)	(24.0, 0.49550507583710274)	(25.0, 0.6533776309098054)	(26.0, 0.8436614848672678)	(27.0, 1.037239835286562)	(28.0, 1.304186550755418)	(29.0, 1.6317790401858125)	(30.0, 1.9484918641947364)	(31.0, 2.31734738814384)	(32.0, 2.7257795628936097)	(33.0, 3.1480657000865464)	(34.0, 3.6251059415425404)	(35.0, 4.143466141862156)	(36.0, 4.655322735775478)	(37.0, 5.178165728256982)	(38.0, 5.6621436242492305)	(39.0, 6.064435085291525)	(40.0, 6.324074137982192)	(41.0, 6.402779160367336)	(42.0, 6.329553106180056)	(43.0, 5.984121950162594)	(44.0, 5.458881019651636)	(45.0, 4.832499759316755)	(46.0, 4.089871871126698)	(47.0, 3.339046877269191)	(48.0, 2.649180741270243)	(49.0, 2.061066871803031)	(50.0, 1.5644090779814428)	(51.0, 1.183286357703618)	(52.0, 0.8710990191152661)	(53.0, 0.6175651024165025)	(54.0, 0.4344323692887182)	(55.0, 0.3152968309292166)	(56.0, 0.25241677642984883)	(57.0, 0.19264621427134596)	(58.0, 0.13515974145247162)	(59.0, 0.09926182644179939)	(60.0, 0.07474166487058499)	(61.0, 0.05875303949318547)	(62.0, 0.051018444128150646)	(63.0, 0.04043051597435872)	(64.0, 0.02602865671140517)	(65.0, 0.015020911513880894)	(66.0, 0.008588460538727732)	(67.0, 0.005365119508037041)	(68.0, 0.0030881457115226473)	(69.0, 0.001593881657560076)	(70.0, 0.0009534827772904027)	(71.0, 0.0005834745353568135)	(72.0, 0.0003415460694771592)	(73.0, 0.000192119664080902)	(74.0, 0.0001565419485103646)	(75.0, 0.00010673314671161223)	(76.0, 4.26932586846449e-05)	(77.0, 4.26932586846449e-05)	(78.0, 6.403988802696734e-05)	(79.0, 4.9808801798752373e-05)	(80.0, 3.557771557053741e-05)	(81.0, 1.4231086228214966e-05)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 7.115543114107483e-06)	(98.0, 7.115543114107482e-05)	(99.0, 0.0005123191042157387)	(100.0, 0.002540248891736371)
SRR11605260_1	(0.0, 1.2613554311032212e-05)	(1.0, 1.892033146654832e-05)	(2.0, 1.892033146654832e-05)	(3.0, 1.892033146654832e-05)	(4.0, 5.676099439964495e-05)	(5.0, 6.306777155516107e-05)	(6.0, 5.045421724412885e-05)	(7.0, 9.46016573327416e-05)	(8.0, 0.00010721521164377379)	(9.0, 0.00015136265173238656)	(10.0, 0.00024596430906512814)	(11.0, 0.0007189725957288361)	(12.0, 0.001967714472521025)	(13.0, 0.00344980710406731)	(14.0, 0.0056697926628089795)	(15.0, 0.009983628237181996)	(16.0, 0.016952616994027295)	(17.0, 0.028046238010580125)	(18.0, 0.0485937179832516)	(19.0, 0.07476684317864343)	(20.0, 0.11193268095609984)	(21.0, 0.17341745144522636)	(22.0, 0.24822844206395844)	(23.0, 0.3445833834459335)	(24.0, 0.4655032218486438)	(25.0, 0.6160901399909018)	(26.0, 0.8023986439420032)	(27.0, 0.9942697253442696)	(28.0, 1.2377365506558133)	(29.0, 1.5258805853370334)	(30.0, 1.8403869485283104)	(31.0, 2.2000561429302383)	(32.0, 2.571954178236712)	(33.0, 2.962955441547244)	(34.0, 3.388095289600585)	(35.0, 3.876189387220287)	(36.0, 4.378555721542923)	(37.0, 4.871253766486152)	(38.0, 5.326975176966591)	(39.0, 5.691557350772666)	(40.0, 5.959097144486814)	(41.0, 6.054190730437686)	(42.0, 5.978673380777536)	(43.0, 5.687521013393135)	(44.0, 5.222503413385466)	(45.0, 4.648132604278303)	(46.0, 3.985946230057734)	(47.0, 3.340056568007019)	(48.0, 2.7499881905597765)	(49.0, 2.2252643312208362)	(50.0, 1.792978904650296)	(51.0, 1.4835999512864533)	(52.0, 1.2215848943605367)	(53.0, 1.0070157219755678)	(54.0, 0.8448432541986265)	(55.0, 0.7303878623803203)	(56.0, 0.6595375278152523)	(57.0, 0.5648412688251779)	(58.0, 0.46792502427636196)	(59.0, 0.3873054918973996)	(60.0, 0.3115674050368067)	(61.0, 0.24847440637302357)	(62.0, 0.19299999451310387)	(63.0, 0.14307554655003837)	(64.0, 0.10222655091376057)	(65.0, 0.06846637280028284)	(66.0, 0.043270798063996)	(67.0, 0.026381248841523867)	(68.0, 0.014726324658130108)	(69.0, 0.008230344187948518)	(70.0, 0.004698548980859499)	(71.0, 0.002547937970828507)	(72.0, 0.001374877419902511)	(73.0, 0.0004919286181302563)	(74.0, 0.0002648846405316765)	(75.0, 0.00015766942888790266)	(76.0, 0.0001135219887992899)	(77.0, 0.00010721521164377379)	(78.0, 8.829488017722548e-05)	(79.0, 6.306777155516107e-05)	(80.0, 3.1533885777580534e-05)	(81.0, 1.892033146654832e-05)	(82.0, 3.784066293309664e-05)	(83.0, 2.5227108622064425e-05)	(84.0, 1.892033146654832e-05)	(85.0, 1.2613554311032212e-05)	(86.0, 0.0)	(87.0, 6.306777155516106e-06)	(88.0, 6.306777155516106e-06)	(89.0, 0.0)	(90.0, 6.306777155516106e-06)	(91.0, 6.306777155516106e-06)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 6.306777155516106e-06)	(95.0, 6.306777155516106e-06)	(96.0, 1.2613554311032212e-05)	(97.0, 2.5227108622064425e-05)	(98.0, 3.1533885777580534e-05)	(99.0, 1.892033146654832e-05)	(100.0, 0.0)
SRR11605260_2	(0.0, 0.0005928446426647836)	(1.0, 0.0005234692057572027)	(2.0, 0.0005045486320551351)	(3.0, 0.0007631298059833919)	(4.0, 0.0011983030011309458)	(5.0, 0.0013622813065488648)	(6.0, 0.0013685881644495538)	(7.0, 0.0015704076172716078)	(8.0, 0.0018479093649019322)	(9.0, 0.0022515482705460403)	(10.0, 0.0025290500181763646)	(11.0, 0.0030840535134370128)	(12.0, 0.004540937688496216)	(13.0, 0.006174413884774715)	(14.0, 0.008930510787375891)	(15.0, 0.013622813065488647)	(16.0, 0.02138024828333635)	(17.0, 0.034044418947920235)	(18.0, 0.05456062769886216)	(19.0, 0.07942226154337895)	(20.0, 0.11972308352878286)	(21.0, 0.18033198795440597)	(22.0, 0.2544438751454046)	(23.0, 0.3532597247334028)	(24.0, 0.47411804268430974)	(25.0, 0.6209290808965526)	(26.0, 0.805858768260561)	(27.0, 1.0020272764035976)	(28.0, 1.241927537230013)	(29.0, 1.5381669596832848)	(30.0, 1.85850488617509)	(31.0, 2.21778135334575)	(32.0, 2.5893751139964563)	(33.0, 2.96579362094119)	(34.0, 3.3917651104116384)	(35.0, 3.8693266975097242)	(36.0, 4.367221594479632)	(37.0, 4.86731127799898)	(38.0, 5.306527169060876)	(39.0, 5.6592381971569194)	(40.0, 5.909658296961684)	(41.0, 6.023345717479507)	(42.0, 5.961816011800384)	(43.0, 5.669007520045087)	(44.0, 5.2130784555463645)	(45.0, 4.6293283019743745)	(46.0, 3.974291733550895)	(47.0, 3.3424770159177526)	(48.0, 2.7526092101820945)	(49.0, 2.2280867591554765)	(50.0, 1.8017810062162916)	(51.0, 1.4920953627187503)	(52.0, 1.2285759190542538)	(53.0, 1.0083656685937903)	(54.0, 0.8436368470856893)	(55.0, 0.7298611305572563)	(56.0, 0.6558060050873639)	(57.0, 0.5664504423503994)	(58.0, 0.4703843828071017)	(59.0, 0.3877267031606692)	(60.0, 0.31268770785826927)	(61.0, 0.24805502809200647)	(62.0, 0.19481253369438833)	(63.0, 0.14358192696709005)	(64.0, 0.10209541569635658)	(65.0, 0.06915469688105694)	(66.0, 0.0434605577936492)	(67.0, 0.026841987225333184)	(68.0, 0.015817599614928485)	(69.0, 0.009334149693019999)	(70.0, 0.005657251536918201)	(71.0, 0.0032984866820604452)	(72.0, 0.001841602507001243)	(73.0, 0.0010343246957130268)	(74.0, 0.0006559132216716755)	(75.0, 0.0004288663372468648)	(76.0, 0.0003594909003392837)	(77.0, 0.00034687718453790535)	(78.0, 0.000334263468736527)	(79.0, 0.0004099457635447972)	(80.0, 0.00035318404243859456)	(81.0, 0.0002648880318289459)	(82.0, 0.00029011546343170265)	(83.0, 0.0003405703266372162)	(84.0, 0.000334263468736527)	(85.0, 0.0002585811739282567)	(86.0, 0.00022704688442481077)	(87.0, 0.0003027291792330811)	(88.0, 0.00030903603713377023)	(89.0, 0.0002585811739282567)	(90.0, 0.00030903603713377023)	(91.0, 0.0002648880318289459)	(92.0, 0.0002459674581268783)	(93.0, 0.00029011546343170265)	(94.0, 0.00029011546343170265)	(95.0, 0.0002775017476303243)	(96.0, 0.00020181945282205402)	(97.0, 0.0002081263107227432)	(98.0, 0.000334263468736527)	(99.0, 0.00038471833194204046)	(100.0, 0.0017596133542922836)
SRR11605260_kneaddata_paired_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 6.552581848299867e-06)	(6.0, 1.3105163696599735e-05)	(7.0, 3.93154910897992e-05)	(8.0, 5.89732366346988e-05)	(9.0, 6.552581848299868e-05)	(10.0, 0.0001441568006625971)	(11.0, 0.0006814685122231861)	(12.0, 0.0019068013178552615)	(13.0, 0.003236975433060134)	(14.0, 0.0054320903522405905)	(15.0, 0.010005792482353896)	(16.0, 0.017161211860697353)	(17.0, 0.028156444202144533)	(18.0, 0.048580841823295216)	(19.0, 0.07471253823431508)	(20.0, 0.11200328153298962)	(21.0, 0.17392517999942336)	(22.0, 0.24801522295814998)	(23.0, 0.34419401932749544)	(24.0, 0.4650498389375382)	(25.0, 0.6147566764256452)	(26.0, 0.8005878976434294)	(27.0, 0.9922050486332625)	(28.0, 1.2362428544094946)	(29.0, 1.524235379224122)	(30.0, 1.8370294263345643)	(31.0, 2.1959602022388864)	(32.0, 2.5685727690424582)	(33.0, 2.957920629886588)	(34.0, 3.380680105575199)	(35.0, 3.867982512469563)	(36.0, 4.372308527005811)	(37.0, 4.868129290302965)	(38.0, 5.3254143197502675)	(39.0, 5.690622469065261)	(40.0, 5.958190596258738)	(41.0, 6.053235795968328)	(42.0, 5.9793750933742915)	(43.0, 5.692247509363639)	(44.0, 5.230126674512292)	(45.0, 4.657627598426331)	(46.0, 3.99575785851141)	(47.0, 3.3479630644066374)	(48.0, 2.7535914701110533)	(49.0, 2.227497778674753)	(50.0, 1.7963641033840156)	(51.0, 1.4860272744666854)	(52.0, 1.2232425320224676)	(53.0, 1.0075511953219807)	(54.0, 0.8449423241745713)	(55.0, 0.7292433864791406)	(56.0, 0.6575188255676502)	(57.0, 0.5641379816475288)	(58.0, 0.46867996928149624)	(59.0, 0.3881094228748011)	(60.0, 0.31176529176025936)	(61.0, 0.24908329379942284)	(62.0, 0.19398263303706925)	(63.0, 0.1438553818975753)	(64.0, 0.10273137821764532)	(65.0, 0.06844826998734041)	(66.0, 0.04291941110636413)	(67.0, 0.026236537720592666)	(68.0, 0.014723651413129802)	(69.0, 0.008262805710706133)	(70.0, 0.004848910567741902)	(71.0, 0.002706216303347845)	(72.0, 0.0014546731703225706)	(73.0, 0.0005438642934088889)	(74.0, 0.0003341816742632932)	(75.0, 0.00020313003729729588)	(76.0, 0.0001179464732693976)	(77.0, 0.00010484130957279788)	(78.0, 6.552581848299868e-05)	(79.0, 3.93154910897992e-05)	(80.0, 3.276290924149934e-05)	(81.0, 1.3105163696599735e-05)	(82.0, 2.621032739319947e-05)	(83.0, 1.96577455448996e-05)	(84.0, 6.552581848299867e-06)	(85.0, 6.552581848299867e-06)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR11605260_kneaddata_paired_2	(0.0, 0.00037923931524287696)	(1.0, 0.00022231270203892787)	(2.0, 3.923165330098727e-05)	(3.0, 1.3077217766995756e-05)	(4.0, 1.9615826650493637e-05)	(5.0, 4.5770262184485145e-05)	(6.0, 5.2308871067983024e-05)	(7.0, 4.5770262184485145e-05)	(8.0, 3.923165330098727e-05)	(9.0, 7.192469771847666e-05)	(10.0, 0.00018308104873794058)	(11.0, 0.0005623203639808175)	(12.0, 0.0018504263140298998)	(13.0, 0.003432769663836386)	(14.0, 0.006002442955051052)	(15.0, 0.01044869699582961)	(16.0, 0.017732707292046245)	(17.0, 0.02977028624656584)	(18.0, 0.050190361789729715)	(19.0, 0.07518746355134209)	(20.0, 0.1152560587894171)	(21.0, 0.1759539650549279)	(22.0, 0.25031756388694926)	(23.0, 0.34841631296606795)	(24.0, 0.4678963130942247)	(25.0, 0.6138707564183148)	(26.0, 0.7998418702827614)	(27.0, 0.9959478279166298)	(28.0, 1.2354178396658562)	(29.0, 1.530224098396125)	(30.0, 1.8493016733019378)	(31.0, 2.2088466985877195)	(32.0, 2.579781980548554)	(33.0, 2.956772014335508)	(34.0, 3.381905825331656)	(35.0, 3.860708538043555)	(36.0, 4.363619101708911)	(37.0, 4.867530072533442)	(38.0, 5.30971003688887)	(39.0, 5.666070759648387)	(40.0, 5.919755707110339)	(41.0, 6.0350444589441725)	(42.0, 5.9757915852419154)	(43.0, 5.684006163815822)	(44.0, 5.23000439459903)	(45.0, 4.6485259065895645)	(46.0, 3.991075321962736)	(47.0, 3.355476768224558)	(48.0, 2.764353832111932)	(49.0, 2.238669293705353)	(50.0, 1.808631526046581)	(51.0, 1.4971256602278586)	(52.0, 1.2319589155664858)	(53.0, 1.0095873660476065)	(54.0, 0.8440167118996731)	(55.0, 0.7297218286161302)	(56.0, 0.6560447837168761)	(57.0, 0.5675774055231498)	(58.0, 0.4715710112867505)	(59.0, 0.388157977759968)	(60.0, 0.312813587595422)	(61.0, 0.24809443686656)	(62.0, 0.19504016438585822)	(63.0, 0.14402593787680776)	(64.0, 0.10217230241353786)	(65.0, 0.06925040668512604)	(66.0, 0.04335751550647443)	(67.0, 0.026370209627146948)	(68.0, 0.015457271400588985)	(69.0, 0.008951355561508596)	(70.0, 0.005224348497914805)	(71.0, 0.0028900651265060624)	(72.0, 0.0014254167366025375)	(73.0, 0.0006407836705827921)	(74.0, 0.0003138532264078982)	(75.0, 0.00015038800432045122)	(76.0, 8.500191548547243e-05)	(77.0, 6.538608883497879e-05)	(78.0, 7.192469771847666e-05)	(79.0, 6.538608883497879e-05)	(80.0, 3.923165330098727e-05)	(81.0, 2.6154435533991512e-05)	(82.0, 1.9615826650493637e-05)	(83.0, 3.2693044417489394e-05)	(84.0, 2.6154435533991512e-05)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 6.538608883497878e-06)	(96.0, 1.9615826650493637e-05)	(97.0, 4.5770262184485145e-05)	(98.0, 0.00013077217766995758)	(99.0, 0.0004119323596603664)	(100.0, 0.002000814318350351)
