Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR11605264_1	(1, 1.0541102181860576e-05)	(2, 0.00033731526981953843)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.0541102181860576e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 1.0541102181860576e-05)	(20, 0.0020028094145535095)	(25, 0.06126910232184641)	(30, 0.0652852622531353)	(35, 0.1283252697415343)	(40, 0.026765966660180378)	(45, 0.0013808843858237356)	(50, 5.903017221841923e-05)	(55, 1.264932261823269e-05)	(60, 0.003790580344597063)	(65, 0.012248760735321988)	(70, 0.010570617267969786)	(75, 0.0026331673250287718)	(80, 0.0028123660621204014)	(85, 0.002599435798046818)	(90, 0.002021783398480858)	(95, 0.0005017564638565634)	(100, 3.162330654558173e-05)	(105, 0.0013872090471328518)	(110, 0.0005418126521476337)	(115, 0.001043569116004197)	(120, 0.001224876073532199)	(125, 0.004819391917546655)	(130, 2.108220436372115e-06)	(135, 0.0001791987370916298)	(140, 4.21644087274423e-06)	(145, 0.0001117356831277221)	(150, 2.1082204363721152e-05)
SRR11605264_2	(1, 0.06436396992244067)	(2, 0.0)	(3, 0.0012754733640051297)	(4, 0.0011173568312772212)	(5, 0.042775792653990216)	(6, 6.324661309116346e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.794796785469807e-05)	(15, 5.059729047293076e-05)	(20, 0.0003879125602924692)	(25, 8.43288174548846e-06)	(30, 4.21644087274423e-06)	(35, 0.0)	(40, 8.43288174548846e-06)	(45, 0.0)	(50, 0.0)	(55, 3.373152698195384e-05)	(60, 1.4757543054604807e-05)	(65, 6.324661309116345e-06)	(70, 0.0)	(75, 8.43288174548846e-06)	(80, 4.4272629163814417e-05)	(85, 0.0)	(90, 1.264932261823269e-05)	(95, 0.0)	(100, 0.0016781434673522038)	(105, 0.00048699892080195865)	(110, 0.0002635275545465144)	(115, 0.0)	(120, 0.0011047075086589883)	(125, 9.69781400731173e-05)	(130, 0.0015411091389880163)	(135, 0.0022473629851726745)	(140, 0.0021124368772448597)	(145, 0.00021082204363721152)	(150, 0.0)
SRR11605264_kneaddata_paired_1	(1, 0.0)	(2, 0.00021019061633862547)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00021682821474931893)	(25, 0.0004093185686594286)	(30, 0.0007588987516226163)	(35, 0.006363244343051441)	(40, 0.0016018737497806828)	(45, 0.00034073005174892977)	(50, 6.642609496885657e-06)	(55, 0.0)	(60, 0.002191656979809549)	(65, 0.0015925443798685641)	(70, 0.0013747547535716397)	(75, 3.130548407904823e-05)	(80, 4.9290504634618114e-05)	(85, 6.734763053188666e-05)	(90, 2.474370637642389e-05)	(95, 2.704861718452747e-05)	(100, 9.035279491124023e-06)	(105, 0.00020600120911391003)	(110, 3.1763560045289394e-05)	(115, 0.0)	(120, 0.0006588178887613123)	(125, 0.000630833985842714)	(130, 0.0)	(135, 3.67736255144975e-05)	(140, 0.0)	(145, 2.3138860466655286e-06)	(150, 0.0)
SRR11605264_kneaddata_paired_2	(1, 0.06132034665078953)	(2, 0.0)	(3, 0.0)	(4, 0.0005641958649089421)	(5, 0.04066635292951512)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.770026242851583e-05)	(15, 2.212532803564479e-06)	(20, 0.00022789087876714132)	(25, 2.212532803564479e-06)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 8.876383642360562e-06)	(60, 2.224070573139873e-06)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 1.3473862727388276e-05)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0011877073605336336)	(105, 0.00024146447016613074)	(110, 0.00015311050620527174)	(115, 0.0)	(120, 0.00019100530695588397)	(125, 2.310272188645368e-06)	(130, 0.0008605036790127375)	(135, 0.0012183858856401576)	(140, 0.0010578237840631545)	(145, 7.05936286473463e-05)	(150, 0.0)
SRR11605265_1	(1, 0.06904868086454086)	(2, 0.014713693473607129)	(3, 0.0004227138456505915)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.00034792601142010225)	(20, 0.0008584342711673552)	(25, 0.0017884047315986564)	(30, 0.00020810527785875278)	(35, 0.0)	(40, 5.5277964431231205e-05)	(45, 0.0001365690885948065)	(50, 0.00010080099396283338)	(55, 0.00012356250872863446)	(60, 0.000282893112089242)	(65, 1.625822483271506e-05)	(70, 0.00014307237852789252)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 9.429770402974735e-05)	(95, 0.00013006579866172048)	(100, 0.0008259178215019251)	(105, 7.153618926394626e-05)	(110, 0.0)	(115, 0.00013982073356134952)	(120, 0.0003836941060520754)	(125, 0.0)	(130, 0.0)	(135, 0.0001625822483271506)	(140, 0.0001073042838959194)	(145, 3.576809463197313e-05)	(150, 0.0)
SRR11605265_2	(1, 0.010990559986915381)	(2, 0.004064556208178765)	(3, 0.00026013159732344096)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 3.251644966543012e-05)	(8, 0.0006665872181413175)	(9, 6.503289933086024e-05)	(10, 0.00012356250872863446)	(15, 1.625822483271506e-05)	(20, 0.0)	(25, 0.000273138177189613)	(30, 6.5032899330860245e-06)	(35, 8.779441409666133e-05)	(40, 5.8529609397774215e-05)	(45, 0.0)	(50, 0.0)	(55, 3.2516449665430123e-06)	(60, 0.0006145608986766292)	(65, 0.00014957566846097856)	(70, 0.0)	(75, 0.0)	(80, 6.5032899330860245e-06)	(85, 0.00014632402349443554)	(90, 7.478783423048928e-05)	(95, 0.0)	(100, 0.00022111185772492482)	(105, 3.9019739598516145e-05)	(110, 9.429770402974735e-05)	(115, 8.454276913011832e-05)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0002991513369219571)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605265_kneaddata_paired_1	(1, 0.06976539850195555)	(2, 0.014328388782327221)	(3, 0.00042090738161059153)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0001929158832381878)	(20, 0.000852337447761448)	(25, 0.0013539187441807363)	(30, 3.507561513421597e-06)	(35, 0.0)	(40, 0.0)	(45, 3.156805362079437e-05)	(50, 1.0529671983870228e-05)	(55, 2.1094212342286924e-05)	(60, 9.155004687186342e-05)	(65, 0.0)	(70, 0.00010241444526791938)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 7.105008761186304e-05)	(95, 7.470131745377785e-05)	(100, 0.0007338865412832199)	(105, 6.42346431562163e-05)	(110, 0.0)	(115, 0.00012532634532729135)	(120, 0.0002296598357458501)	(125, 0.0)	(130, 0.0)	(135, 0.00013384143400172176)	(140, 5.079991726870616e-05)	(145, 0.0)	(150, 0.0)
SRR11605265_kneaddata_paired_2	(1, 0.01104881876727803)	(2, 0.0031568053620794367)	(3, 0.00017537807567107982)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0004559829967448075)	(9, 0.0)	(10, 4.9105861187902354e-05)	(15, 0.0)	(20, 0.0)	(25, 0.0002770973595603061)	(30, 0.0)	(35, 3.156805362079437e-05)	(40, 3.156805362079437e-05)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.00055362601413178)	(65, 8.834966535797253e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 7.132042928051665e-05)	(90, 4.6466104424420254e-05)	(95, 0.0)	(100, 0.00021913497367236987)	(105, 0.0)	(110, 2.1676883222583727e-05)	(115, 4.349244476432332e-05)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.00020257976863843452)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605266_1	(1, 2.585812114374607e-05)	(2, 0.00011636154514685731)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 1.2929060571873036e-05)	(8, 0.0)	(9, 0.0)	(10, 7.75743634312382e-06)	(15, 0.0)	(20, 0.00240221945425401)	(25, 0.06520125246395572)	(30, 0.07187523353115657)	(35, 0.13546552504785692)	(40, 0.030029036084232314)	(45, 0.0014920135899941483)	(50, 1.551487268624764e-05)	(55, 5.171624228749214e-06)	(60, 0.0026944162231783407)	(65, 0.010971600801291458)	(70, 0.008613340152981817)	(75, 0.001388581105419164)	(80, 0.0012592904997004337)	(85, 0.001409267602334161)	(90, 0.0009619221065473538)	(95, 0.0002715102720093337)	(100, 0.0)	(105, 0.0007059267072242678)	(110, 0.00025599539932308606)	(115, 0.0005585354167049151)	(120, 0.0014920135899941483)	(125, 0.0045432718849561845)	(130, 1.810068480062225e-05)	(135, 0.0004732036169305531)	(140, 1.0343248457498428e-05)	(145, 5.6887866516241355e-05)	(150, 0.00047837524115930234)
SRR11605266_2	(1, 0.06636486791542429)	(2, 2.585812114374607e-05)	(3, 0.00038787181715619105)	(4, 0.00144805478404978)	(5, 0.04681612833075226)	(6, 1.2929060571873036e-05)	(7, 0.0)	(8, 0.0)	(9, 0.00012929060571873036)	(10, 0.000144805478404978)	(15, 1.2929060571873036e-05)	(20, 0.00047837524115930234)	(25, 1.551487268624764e-05)	(30, 3.62013696012445e-05)	(35, 0.0)	(40, 4.913043017311754e-05)	(45, 7.75743634312382e-06)	(50, 1.810068480062225e-05)	(55, 2.585812114374607e-05)	(60, 3.102974537249528e-05)	(65, 8.016017554561281e-05)	(70, 0.0)	(75, 0.0)	(80, 1.551487268624764e-05)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0019988327644115712)	(105, 0.0002715102720093337)	(110, 0.00045510293212993084)	(115, 4.654461805874293e-05)	(120, 0.0005352631076755436)	(125, 2.0686496914996857e-05)	(130, 0.000842974749286122)	(135, 0.0019393590857809553)	(140, 0.0014661554688504023)	(145, 0.00013187641783310496)	(150, 0.0)
SRR11605266_kneaddata_paired_1	(1, 2.7038829110544195e-05)	(2, 6.75970727763605e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0003055387689491494)	(25, 9.73397847979591e-05)	(30, 0.00041639796830238065)	(35, 0.005588925977149485)	(40, 0.0014087229966593528)	(45, 0.0004434367974129248)	(50, 0.0)	(55, 0.0)	(60, 0.0017971877432447461)	(65, 0.001397715290235716)	(70, 0.0014462522021981509)	(75, 0.0)	(80, 2.732285601988776e-06)	(85, 2.7367587061425863e-06)	(90, 1.6448175950743635e-05)	(95, 5.217515617328622e-05)	(100, 0.0)	(105, 0.00013503831794948337)	(110, 3.0370915574321466e-05)	(115, 0.0)	(120, 0.0009118791326105911)	(125, 0.001016551711610612)	(130, 0.0)	(135, 0.00018968107080543324)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605266_kneaddata_paired_2	(1, 0.06447408801409264)	(2, 0.0)	(3, 0.0)	(4, 0.0008382037024268702)	(5, 0.045533388222156426)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.193201897585027e-05)	(15, 2.7038829110544198e-06)	(20, 0.00021631063288435356)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 5.4077658221088395e-06)	(45, 0.0)	(50, 0.0)	(55, 8.127784375732516e-06)	(60, 1.899199189096209e-05)	(65, 8.151495212463832e-06)	(70, 0.0)	(75, 0.0)	(80, 2.7298866930499294e-06)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0014051153126717038)	(105, 0.00012123778822045384)	(110, 0.0002678429519142929)	(115, 0.0)	(120, 9.430399174651465e-05)	(125, 2.780710345805246e-06)	(130, 0.0004823302495144565)	(135, 0.0012582568914310524)	(140, 0.0010125232294846316)	(145, 4.222491047896729e-05)	(150, 0.0)
SRR11605267_1	(1, 0.0)	(2, 0.006009186754853822)	(3, 0.0006739274865256623)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0008798497740751702)	(9, 0.0)	(10, 0.00029203524416112036)	(15, 5.9904665468947764e-05)	(20, 0.001755955506558531)	(25, 0.00994043042625352)	(30, 0.006750506990032052)	(35, 0.0003107554521201665)	(40, 0.0011756290598280998)	(45, 0.0015687534269680696)	(50, 0.0008686176492997425)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 1.8720207959046177e-05)	(95, 0.0009322663563604994)	(100, 1.1232124775427705e-05)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 3.744041591809235e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605267_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.00011980933093789553)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 6.739274865256623e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605267_kneaddata_paired_1	(1, 0.0)	(2, 0.005721147390142096)	(3, 0.0005181416504279634)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0007556232402074466)	(9, 0.0)	(10, 0.0002763422135615805)	(15, 5.181416504279635e-05)	(20, 0.0016925960580646804)	(25, 0.002759104288528905)	(30, 6.476770630349542e-05)	(35, 0.00014248895386768993)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 1.3155656544222148e-05)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 4.419055692872801e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605267_kneaddata_paired_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.00012521756552009115)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 7.05327364030297e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605268_1	(1, 0.0)	(2, 9.43876891269724e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.002106733221314024)	(25, 0.06305097633681757)	(30, 0.06936362498562947)	(35, 0.13150092849169792)	(40, 0.029094061296497973)	(45, 0.0013289786629077714)	(50, 1.1326522695236687e-05)	(55, 7.551015130157791e-06)	(60, 0.0027712225527679094)	(65, 0.011311420664976372)	(70, 0.008951728436802062)	(75, 0.0013176521402125346)	(80, 0.0012496930040411145)	(85, 0.0014195908444696649)	(90, 0.0009703054442252762)	(95, 0.00020765291607933927)	(100, 7.551015130157791e-06)	(105, 0.0006229587482380178)	(110, 0.000290714082511075)	(115, 0.0006003057028475445)	(120, 0.0013138766326474558)	(125, 0.004507956032704202)	(130, 4.1530583215867856e-05)	(135, 0.0003926527867682052)	(140, 1.887753782539448e-05)	(145, 4.1530583215867856e-05)	(150, 0.0004530609078094675)
SRR11605268_2	(1, 0.06811015647402328)	(2, 0.0)	(3, 0.0003586732186824951)	(4, 0.0010760196560474853)	(5, 0.04845863959778762)	(6, 1.887753782539448e-05)	(7, 0.0)	(8, 0.0)	(9, 0.00013214276477776135)	(10, 0.00011704073451744577)	(15, 1.1326522695236687e-05)	(20, 0.0003775507565078896)	(25, 2.6428552955552272e-05)	(30, 3.3979568085710066e-05)	(35, 0.0)	(40, 5.2857105911104545e-05)	(45, 1.1326522695236687e-05)	(50, 1.1326522695236687e-05)	(55, 1.5102030260315582e-05)	(60, 2.2653045390473374e-05)	(65, 7.173464373649902e-05)	(70, 3.7755075650788955e-06)	(75, 0.0)	(80, 3.0204060520631164e-05)	(85, 0.0)	(90, 3.7755075650788955e-06)	(95, 0.0)	(100, 0.0018084681236727911)	(105, 0.00025673451442536493)	(110, 0.000362448726247574)	(115, 2.6428552955552272e-05)	(120, 0.0004606119229396253)	(125, 5.2857105911104545e-05)	(130, 0.0008268361567522781)	(135, 0.0017971416009775545)	(140, 0.0014988765033363217)	(145, 0.00012459174964760356)	(150, 0.0)
SRR11605268_kneaddata_paired_1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00024598176878348527)	(25, 0.00011902343650813803)	(30, 0.00033326562222278644)	(35, 0.005483012975141558)	(40, 0.0013886067592616103)	(45, 0.0003570703095244141)	(50, 0.0)	(55, 0.0)	(60, 0.001861173364991082)	(65, 0.0014135350210888245)	(70, 0.001388010160234373)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 1.6110231358227023e-05)	(95, 1.210422805527662e-05)	(100, 0.0)	(105, 8.908731784123774e-05)	(110, 3.245559212895093e-05)	(115, 0.0)	(120, 0.000834857797246028)	(125, 0.0009100652316801624)	(130, 0.0)	(135, 0.0001803500726072997)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605268_kneaddata_paired_2	(1, 0.06607784450143463)	(2, 0.0)	(3, 0.0)	(4, 0.0005554427037046441)	(5, 0.046895233984206385)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 7.934895767209202e-05)	(15, 3.967447883604602e-06)	(20, 0.00017060025899499784)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 3.967447883604602e-06)	(45, 0.0)	(50, 0.0)	(55, 3.97649683592135e-06)	(60, 1.1949265331285814e-05)	(65, 1.1970021321001978e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.001346835228420828)	(105, 0.00012162658530118392)	(110, 0.0002560658546100349)	(115, 0.0)	(120, 0.00011854210218966884)	(125, 4.101245983137153e-06)	(130, 0.0005063103350576563)	(135, 0.0012111678605488609)	(140, 0.0010383134334333935)	(145, 4.176320056463847e-05)	(150, 0.0)
SRR11605269_1	(1, 0.0)	(2, 2.026642649600174e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.053285299200348e-06)	(15, 0.0)	(20, 0.002229306914560191)	(25, 0.06479581879301675)	(30, 0.07179178921943656)	(35, 0.135002773460466)	(40, 0.02948765055168253)	(45, 0.0012403053015553065)	(50, 8.106570598400696e-06)	(55, 0.0)	(60, 0.0028129799976450414)	(65, 0.011260026561178567)	(70, 0.008909121087642365)	(75, 0.0014835024195073271)	(80, 0.001374063716428918)	(85, 0.0015240352724993308)	(90, 0.0010416943218944895)	(95, 0.0002553569738496219)	(100, 0.0)	(105, 0.0006606855037696567)	(110, 0.00022698397675521945)	(115, 0.0006363657919744545)	(120, 0.001341637434035315)	(125, 0.0045072532527107865)	(130, 4.053285299200348e-06)	(135, 0.0003769555328256323)	(140, 4.053285299200348e-06)	(145, 2.837299709440243e-05)	(150, 0.00014186498547201216)
SRR11605269_2	(1, 0.06610908322995768)	(2, 0.0)	(3, 0.0006687920743680574)	(4, 0.0013375841487361147)	(5, 0.046612780940804)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.026642649600174e-05)	(10, 0.0001459182707712125)	(15, 4.053285299200348e-06)	(20, 0.0003891153887232334)	(25, 0.0)	(30, 2.026642649600174e-05)	(35, 0.0)	(40, 8.106570598400696e-06)	(45, 0.0)	(50, 8.106570598400696e-06)	(55, 1.621314119680139e-05)	(60, 2.026642649600174e-05)	(65, 1.2159855897601043e-05)	(70, 0.0)	(75, 0.0)	(80, 2.026642649600174e-05)	(85, 4.053285299200348e-06)	(90, 0.0)	(95, 0.0)	(100, 0.001876671093529761)	(105, 0.0002310372620544198)	(110, 0.0004337015270144372)	(115, 8.106570598400696e-06)	(120, 0.0005634066565888483)	(125, 6.0799279488005214e-05)	(130, 0.0008471366275328727)	(135, 0.0019415236583169664)	(140, 0.0014916089901057278)	(145, 0.00012159855897601043)	(150, 0.0)
SRR11605269_kneaddata_paired_1	(1, 0.0)	(2, 2.1209065178638653e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00030541053857239663)	(25, 0.00013997983017901511)	(30, 0.0003435868558939462)	(35, 0.00592581281091164)	(40, 0.0012386094064324974)	(45, 0.0004453903687514117)	(50, 0.0)	(55, 0.0)	(60, 0.00188984067621564)	(65, 0.0014577949810846839)	(70, 0.0014811205364063697)	(75, 8.548087651748859e-06)	(80, 4.2796931853717865e-06)	(85, 4.285567964179509e-06)	(90, 8.582971932995141e-06)	(95, 3.008244782425043e-05)	(100, 0.0)	(105, 0.00014653180970706868)	(110, 2.589725015660283e-05)	(115, 0.0)	(120, 0.0009524423045086195)	(125, 0.0010103572896562958)	(130, 0.0)	(135, 0.0001522842794197238)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605269_kneaddata_paired_2	(1, 0.06407258590466737)	(2, 0.0)	(3, 0.0)	(4, 0.0008059444767882689)	(5, 0.04517530883050033)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.756169982173781e-05)	(15, 0.0)	(20, 0.0002332997169650252)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 8.50276329178529e-06)	(60, 4.258530261967747e-06)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 4.288227186845778e-06)	(85, 4.296193130378592e-06)	(90, 0.0)	(95, 0.0)	(100, 0.0014522112293097718)	(105, 9.096364546945168e-05)	(110, 0.0003038818694829975)	(115, 0.0)	(120, 0.00011775436665901117)	(125, 0.0)	(130, 0.0005699599787255861)	(135, 0.0013499416315139521)	(140, 0.0010497308675302276)	(145, 3.9835590550679234e-05)	(150, 0.0)
SRR11605270_1	(1, 4.970806453697435e-05)	(2, 2.4854032268487175e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.4854032268487177e-06)	(15, 0.0)	(20, 0.002182184033173174)	(25, 0.06174735776782954)	(30, 0.06814478567373813)	(35, 0.12929813207035085)	(40, 0.028308742753806893)	(45, 0.0013520593554057023)	(50, 7.456209680546153e-06)	(55, 4.970806453697435e-06)	(60, 0.0025823339526958172)	(65, 0.01067729226254209)	(70, 0.008542330890679042)	(75, 0.0013620009683130972)	(80, 0.001327205323137215)	(85, 0.0014141944360769204)	(90, 0.0009991320971931845)	(95, 0.00023611330655062815)	(100, 9.94161290739487e-06)	(105, 0.000616380000258482)	(110, 0.00020877387105529228)	(115, 0.0005964967744436922)	(120, 0.001327205323137215)	(125, 0.0042500395179113064)	(130, 4.7222661310125634e-05)	(135, 0.0005045368550502897)	(140, 9.94161290739487e-06)	(145, 3.976645162957948e-05)	(150, 0.0003355294356245768)
SRR11605270_2	(1, 0.06510513752730215)	(2, 0.0)	(3, 0.0004846536292354999)	(4, 0.001230274597290115)	(5, 0.04579355445468762)	(6, 3.728104840273076e-05)	(7, 0.0)	(8, 0.0)	(9, 0.00013669717747667948)	(10, 0.0001441533871572256)	(15, 1.2427016134243587e-05)	(20, 0.0003951791130689461)	(25, 1.4912419361092305e-05)	(30, 3.2310241949033326e-05)	(35, 0.0)	(40, 4.473725808327691e-05)	(45, 1.2427016134243587e-05)	(50, 1.988322581478974e-05)	(55, 3.728104840273076e-05)	(60, 3.2310241949033326e-05)	(65, 5.4678870990671785e-05)	(70, 9.94161290739487e-06)	(75, 2.4854032268487177e-06)	(80, 2.4854032268487175e-05)	(85, 2.4854032268487177e-06)	(90, 4.970806453697435e-06)	(95, 0.0)	(100, 0.0017795487104236816)	(105, 0.00023611330655062815)	(110, 0.0003852375001615512)	(115, 3.728104840273076e-05)	(120, 0.0005219346776382307)	(125, 4.473725808327691e-05)	(130, 0.0008251538713137743)	(135, 0.0017497238717014971)	(140, 0.0013818841941278868)	(145, 8.947451616655383e-05)	(150, 0.0)
SRR11605270_kneaddata_paired_1	(1, 1.3059293633254811e-05)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0002690214488450491)	(25, 9.402691415943464e-05)	(30, 0.00036304836300448377)	(35, 0.0058662347000580616)	(40, 0.0012876463522389246)	(45, 0.000415285537537503)	(50, 0.0)	(55, 0.0)	(60, 0.0017001934867342731)	(65, 0.0014478694600894783)	(70, 0.0013550043343069844)	(75, 5.257937178219174e-06)	(80, 5.263864914908571e-06)	(85, 2.634936272221801e-06)	(90, 7.91407196123181e-06)	(95, 4.2256646481899125e-05)	(100, 0.0)	(105, 7.677007030391259e-05)	(110, 1.5902629261208903e-05)	(115, 0.0)	(120, 0.0009060112919295914)	(125, 0.0009071889563658341)	(130, 0.0)	(135, 0.0001947205445432048)	(140, 0.0)	(145, 2.675477048259613e-06)	(150, 0.0)
SRR11605270_kneaddata_paired_2	(1, 0.06329839624038608)	(2, 0.0)	(3, 0.0)	(4, 0.000626846094396231)	(5, 0.044336301884900085)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 8.880319670613273e-05)	(15, 0.0)	(20, 0.0001671589585056616)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 2.6118587266509625e-06)	(45, 0.0)	(50, 0.0)	(55, 1.5712787836668084e-05)	(60, 1.574262611457137e-05)	(65, 2.628882544051659e-06)	(70, 0.0)	(75, 0.0)	(80, 5.288597160467567e-06)	(85, 2.6495790017684617e-06)	(90, 0.0)	(95, 0.0)	(100, 0.0013307495634928084)	(105, 8.820668590641591e-05)	(110, 0.00024112538037528755)	(115, 0.0)	(120, 0.00013729311811515392)	(125, 2.6992376111336856e-06)	(130, 0.0004682280095023762)	(135, 0.0011509093201532501)	(140, 0.0009475061963637979)	(145, 1.912643400780517e-05)	(150, 0.0)
