Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR11605271_1	(1, 4.1346580961636024e-05)	(2, 1.3782193653878674e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0023016263401977387)	(25, 0.06451444849380608)	(30, 0.07079085948378243)	(35, 0.13362112391308453)	(40, 0.02968408869172389)	(45, 0.001433348140003382)	(50, 5.51287746155147e-06)	(55, 2.756438730775735e-06)	(60, 0.0026048346005830697)	(65, 0.010408312647409174)	(70, 0.00832444496694272)	(75, 0.0013892451203109705)	(80, 0.0013230905907723528)	(85, 0.0013975144365032976)	(90, 0.0010171258916562463)	(95, 0.0002453230470390404)	(100, 0.0)	(105, 0.0006643017341169521)	(110, 0.0001984635886158529)	(115, 0.0006146858369629888)	(120, 0.0013148212745800255)	(125, 0.00427799291016394)	(130, 0.0)	(135, 0.0004548123905779963)	(140, 8.269316192327205e-06)	(145, 6.33980908078419e-05)	(150, 8.269316192327205e-05)
SRR11605271_2	(1, 0.06541029108130819)	(2, 0.0)	(3, 0.0004961589715396323)	(4, 0.0015160413019266541)	(5, 0.046032526803954775)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.3782193653878674e-05)	(10, 0.00017641207876964703)	(15, 5.51287746155147e-06)	(20, 0.00038038854484705143)	(25, 0.0)	(30, 8.269316192327205e-06)	(35, 0.0)	(40, 8.269316192327205e-06)	(45, 0.0)	(50, 2.756438730775735e-06)	(55, 2.205150984620588e-05)	(60, 3.5833703500084556e-05)	(65, 1.653863238465441e-05)	(70, 0.0)	(75, 0.0)	(80, 1.9295071115430145e-05)	(85, 0.0)	(90, 2.756438730775735e-06)	(95, 0.0)	(100, 0.0018220060010427609)	(105, 0.00021775865973128306)	(110, 0.00047962033915497786)	(115, 2.756438730775735e-06)	(120, 0.0005485313074243712)	(125, 3.032082603853308e-05)	(130, 0.0008489831290789264)	(135, 0.0018909169693121543)	(140, 0.0014140530688879522)	(145, 0.0001185268654233566)	(150, 0.0)
SRR11605271_kneaddata_paired_1	(1, 2.8989922957830246e-05)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0003159901602403497)	(25, 0.00011595969183132098)	(30, 0.0003855659753391423)	(35, 0.00585596443748171)	(40, 0.001403112271158984)	(45, 0.0004145558982969725)	(50, 0.0)	(55, 0.0)	(60, 0.0016836190237085836)	(65, 0.0013451185125108833)	(70, 0.0013525196800358184)	(75, 2.9182060690048346e-06)	(80, 2.9215347347838073e-06)	(85, 2.9249196809743305e-06)	(90, 1.1713471845528357e-05)	(95, 2.9319149823230447e-05)	(100, 0.0)	(105, 0.00013226747693527086)	(110, 1.4716331381055001e-05)	(115, 0.0)	(120, 0.0008649823128829963)	(125, 0.0009345264002081509)	(130, 0.0)	(135, 0.00021381194900549382)	(140, 0.0)	(145, 5.97178962412302e-06)	(150, 0.0)
SRR11605271_kneaddata_paired_2	(1, 0.06280666808813923)	(2, 0.0)	(3, 0.0)	(4, 0.0007682329583825015)	(5, 0.04439806700991702)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.276775346505677e-05)	(15, 5.797984591566048e-06)	(20, 0.0002261213990710759)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 8.719145849221554e-06)	(60, 1.4558188248612977e-05)	(65, 5.834049073920552e-06)	(70, 0.0)	(75, 0.0)	(80, 5.8668897179912255e-06)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.001363533943979637)	(105, 9.19043012962153e-05)	(110, 0.0002912480322926308)	(115, 0.0)	(120, 0.00012249170230751958)	(125, 2.9969654226612845e-06)	(130, 0.0005292186582653204)	(135, 0.0012707370093551597)	(140, 0.0010001937041807095)	(145, 4.873000470853671e-05)	(150, 0.0)
SRR11605272_1	(1, 2.7680955945204992e-05)	(2, 2.7680955945204992e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.536191189040999e-06)	(15, 0.0)	(20, 0.0023584174465314657)	(25, 0.06438867162414134)	(30, 0.0715137496844371)	(35, 0.13494742832846887)	(40, 0.029671216677665237)	(45, 0.0014670906650958648)	(50, 2.2144764756163995e-05)	(55, 0.0)	(60, 0.0026795165354958437)	(65, 0.010950586171923096)	(70, 0.008664139210849162)	(75, 0.0013563668413150447)	(80, 0.0012594834955068272)	(85, 0.001375743510476688)	(90, 0.0009660653624876543)	(95, 0.00026573717707396795)	(100, 1.1072382378081997e-05)	(105, 0.0005702276924712229)	(110, 0.00019376669161643497)	(115, 0.0005923724572273869)	(120, 0.0012871644514520322)	(125, 0.004334837701019102)	(130, 2.7680955945204992e-05)	(135, 0.0004124462435835544)	(140, 1.3840477972602496e-05)	(145, 4.705762510684849e-05)	(150, 0.0003598524272876649)
SRR11605272_2	(1, 0.06682182765172485)	(2, 0.0)	(3, 0.0005120976849862924)	(4, 0.0011626001496986096)	(5, 0.04750052040197177)	(6, 1.3840477972602496e-05)	(7, 0.0)	(8, 0.0)	(9, 0.00011072382378081997)	(10, 0.00014670906650958646)	(15, 1.3840477972602496e-05)	(20, 0.0003903014788273904)	(25, 1.6608573567122997e-05)	(30, 1.9376669161643497e-05)	(35, 0.0)	(40, 4.152143391780749e-05)	(45, 2.7680955945204993e-06)	(50, 5.536191189040999e-06)	(55, 2.4912860350684495e-05)	(60, 2.4912860350684495e-05)	(65, 5.5361911890409985e-05)	(70, 5.536191189040999e-06)	(75, 0.0)	(80, 2.7680955945204992e-05)	(85, 2.7680955945204993e-06)	(90, 2.7680955945204993e-06)	(95, 2.7680955945204993e-06)	(100, 0.0018186388055999683)	(105, 0.00024359241231780394)	(110, 0.0003598524272876649)	(115, 3.3217147134245994e-05)	(120, 0.0005342424497424564)	(125, 2.2144764756163995e-05)	(130, 0.0007889072444383423)	(135, 0.0017494364157369555)	(140, 0.0014615544739068236)	(145, 8.304286783561498e-05)	(150, 0.0)
SRR11605272_kneaddata_paired_1	(1, 1.4512132578199352e-05)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0003221693432360256)	(25, 0.0001073897810786752)	(30, 0.0003628033144549838)	(35, 0.0054942933941062744)	(40, 0.001300287079006662)	(45, 0.0003947300061270223)	(50, 0.0)	(55, 0.0)	(60, 0.0018223512074255746)	(65, 0.0013990536043599407)	(70, 0.0013510729109268561)	(75, 2.9214286440469407e-06)	(80, 2.9247750204558765e-06)	(85, 2.9282016950012643e-06)	(90, 1.1726716494462277e-05)	(95, 4.109239795921063e-05)	(100, 2.9388315423261246e-06)	(105, 7.062194896628446e-05)	(110, 2.0625373705989836e-05)	(115, 0.0)	(120, 0.0008242931663939753)	(125, 0.0009142678059646772)	(130, 0.0)	(135, 0.0001691612008308486)	(140, 2.972533552175217e-06)	(145, 2.9782359747496817e-06)	(150, 0.0)
SRR11605272_kneaddata_paired_2	(1, 0.06436130798431412)	(2, 0.0)	(3, 0.0)	(4, 0.0007256066289099676)	(5, 0.04566968122359336)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 8.417036895355624e-05)	(15, 2.9024265156398704e-06)	(20, 0.00018865772351659156)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 8.730594543884784e-06)	(60, 1.1663421076764118e-05)	(65, 8.764986520035065e-06)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 2.946183509462567e-06)	(90, 0.0)	(95, 0.0)	(100, 0.0012610918592663026)	(105, 8.924683347772479e-05)	(110, 0.00020281184909140142)	(115, 0.0)	(120, 9.895965217061699e-05)	(125, 0.0)	(130, 0.00047372390773222115)	(135, 0.0010535937401272891)	(140, 0.0009115521551554138)	(145, 2.135931407064953e-05)	(150, 0.0)
SRR11605273_1	(1, 6.697606931648108e-05)	(2, 1.3395213863296216e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.6790427726592434e-06)	(15, 0.0)	(20, 0.002346841468849497)	(25, 0.0646935248741754)	(30, 0.07101606581765123)	(35, 0.13359046785865317)	(40, 0.02938374113052658)	(45, 0.0013475585146475993)	(50, 5.358085545318487e-06)	(55, 2.6790427726592434e-06)	(60, 0.0026254619172060584)	(65, 0.01052060096823285)	(70, 0.00839612004951407)	(75, 0.0014841896960532208)	(80, 0.0014627573538719468)	(85, 0.0014895477815985393)	(90, 0.0011091237078809267)	(95, 0.00029469470499251675)	(100, 2.6790427726592434e-06)	(105, 0.0007447738907992696)	(110, 0.0002652252344932651)	(115, 0.0006429702654382184)	(120, 0.001331484258011644)	(125, 0.004262357051300856)	(130, 2.9469470499251676e-05)	(135, 0.0004554372713520714)	(140, 1.0716171090636974e-05)	(145, 5.0901812680525623e-05)	(150, 0.00034827556044570167)
SRR11605273_2	(1, 0.06680193153625824)	(2, 0.0)	(3, 0.0005893894099850335)	(4, 0.001299335744739733)	(5, 0.04654836817495435)	(6, 6.697606931648108e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0001607425663595546)	(10, 0.00013127309586030293)	(15, 8.03712831797773e-06)	(20, 0.0004474001430340936)	(25, 1.3395213863296216e-05)	(30, 3.750659881722941e-05)	(35, 0.0)	(40, 4.5543727135207136e-05)	(45, 1.0716171090636974e-05)	(50, 1.3395213863296216e-05)	(55, 2.4111384953933188e-05)	(60, 3.482755604457016e-05)	(65, 5.0901812680525623e-05)	(70, 5.358085545318487e-06)	(75, 0.0)	(80, 3.482755604457016e-05)	(85, 0.0)	(90, 8.03712831797773e-06)	(95, 0.0)	(100, 0.001848539513134878)	(105, 0.00030005279053783526)	(110, 0.0004581163141247306)	(115, 3.214851327191092e-05)	(120, 0.0006188588804842852)	(125, 4.018564158988865e-05)	(130, 0.0008867631577502095)	(135, 0.001829786213726263)	(140, 0.001387744156237488)	(145, 0.0001232359675423252)	(150, 0.0)
SRR11605273_kneaddata_paired_1	(1, 0.0)	(2, 1.396275574532492e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00031835083099340816)	(25, 0.00013404245515511923)	(30, 0.0004384305304032025)	(35, 0.005733107509030412)	(40, 0.0013599724095946474)	(45, 0.00042726032580694257)	(50, 0.0)	(55, 0.0)	(60, 0.0016922105475259293)	(65, 0.0014280000682297873)	(70, 0.0013708179378493618)	(75, 5.625167629995374e-06)	(80, 1.1264151188338383e-05)	(85, 5.639088628540939e-06)	(90, 1.1292442645683804e-05)	(95, 6.218947839394768e-05)	(100, 0.0)	(105, 0.00015589989843263344)	(110, 2.5548046763826078e-05)	(115, 0.0)	(120, 0.0008400575430874056)	(125, 0.0009471405157414041)	(130, 2.858455378182365e-06)	(135, 0.00019765711011726823)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11605273_kneaddata_paired_2	(1, 0.06481511216979828)	(2, 0.0)	(3, 0.0)	(4, 0.0008517281004648202)	(5, 0.045281216882088714)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.396275574532492e-05)	(10, 9.494673906820946e-05)	(15, 0.0)	(20, 0.0002597072568630435)	(25, 2.7925511490649842e-06)	(30, 2.7925511490649842e-06)	(35, 0.0)	(40, 2.7925511490649842e-06)	(45, 0.0)	(50, 2.7940064538196275e-06)	(55, 1.6786730492427268e-05)	(60, 2.241305004321376e-05)	(65, 5.61122404167097e-06)	(70, 0.0)	(75, 0.0)	(80, 8.453969124413964e-06)	(85, 0.0)	(90, 2.82692640617256e-06)	(95, 0.0)	(100, 0.0013505113458699561)	(105, 0.00013929991841004778)	(110, 0.00031622545096954296)	(115, 2.8552032767683303e-06)	(120, 0.00015169592466036214)	(125, 2.8701181693663045e-06)	(130, 0.000561322593476188)	(135, 0.0012390061310875418)	(140, 0.0009420297227478989)	(145, 4.657393679416107e-05)	(150, 0.0)
SRR11605274_1	(1, 3.162364822739174e-05)	(2, 6.324729645478348e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.162364822739174e-06)	(15, 0.0)	(20, 0.002352799428117945)	(25, 0.06331370611606099)	(30, 0.07010962812012748)	(35, 0.13173146905602304)	(40, 0.028900852115013313)	(45, 0.001366141603423323)	(50, 9.48709446821752e-06)	(55, 3.162364822739174e-06)	(60, 0.002545703682305035)	(65, 0.010217600742270272)	(70, 0.008228473268767331)	(75, 0.0013060566717912787)	(80, 0.001271270658741148)	(85, 0.0013408426848414098)	(90, 0.0009771707302264046)	(95, 0.00024666445617365555)	(100, 9.48709446821752e-06)	(105, 0.0006799084368889224)	(110, 0.0002877751988692648)	(115, 0.000581875127384008)	(120, 0.0016064813299515005)	(125, 0.004395687103607451)	(130, 4.743547234108761e-05)	(135, 0.000509140736461007)	(140, 1.897418893643504e-05)	(145, 4.427310751834843e-05)	(150, 0.0005692256680930513)
SRR11605274_2	(1, 0.06788016092009637)	(2, 3.162364822739174e-05)	(3, 0.00044273107518348436)	(4, 0.0012333222808682779)	(5, 0.04762521423045196)	(6, 6.324729645478348e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0002055537134780463)	(10, 0.0001549558763142195)	(15, 1.581182411369587e-05)	(20, 0.0004775170882336153)	(25, 1.897418893643504e-05)	(30, 4.111074269560926e-05)	(35, 0.0)	(40, 6.324729645478348e-05)	(45, 2.2136553759174216e-05)	(50, 1.897418893643504e-05)	(55, 2.2136553759174216e-05)	(60, 2.8461283404652567e-05)	(65, 9.803330950491439e-05)	(70, 3.162364822739174e-06)	(75, 3.162364822739174e-06)	(80, 4.427310751834843e-05)	(85, 0.0)	(90, 6.324729645478348e-06)	(95, 0.0)	(100, 0.0021598951739308556)	(105, 0.0002814504692237865)	(110, 0.0004142697917788318)	(115, 4.743547234108761e-05)	(120, 0.0005059783716382678)	(125, 2.2136553759174216e-05)	(130, 0.000819052489089446)	(135, 0.0018088726786068075)	(140, 0.0012839201180321045)	(145, 0.00014230641702326282)	(150, 0.0)
SRR11605274_kneaddata_paired_1	(1, 1.6503839783363997e-05)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0002772645083605152)	(25, 0.00012212841439689358)	(30, 0.00033007679566727995)	(35, 0.005759840084394035)	(40, 0.001217983376012263)	(45, 0.0004357013702808096)	(50, 0.0)	(55, 0.0)	(60, 0.0016427298951636937)	(65, 0.0013830239809393425)	(70, 0.0013682514649589472)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 2.336827513620199e-05)	(95, 4.680048485302308e-05)	(100, 0.0)	(105, 0.0001441672350655485)	(110, 2.6864964130907332e-05)	(115, 0.0)	(120, 0.0009974591413271887)	(125, 0.0010129689742460065)	(130, 0.0)	(135, 0.00021703924222105073)	(140, 0.0)	(145, 3.4093373499418523e-06)	(150, 0.0)
SRR11605274_kneaddata_paired_2	(1, 0.06558625929908853)	(2, 0.0)	(3, 0.0)	(4, 0.0007591766300347439)	(5, 0.04611172835471901)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.6503839783363997e-05)	(10, 0.00011222611052687517)	(15, 0.0)	(20, 0.00023765529288044155)	(25, 0.0)	(30, 3.3007679566727996e-06)	(35, 0.0)	(40, 3.3007679566727996e-06)	(45, 0.0)	(50, 0.0)	(55, 6.61430627485677e-06)	(60, 1.9870976425338514e-05)	(65, 3.316661251111621e-06)	(70, 0.0)	(75, 0.0)	(80, 6.663247310255288e-06)	(85, 0.0)	(90, 3.3423747913814995e-06)	(95, 0.0)	(100, 0.0015499175088276524)	(105, 0.00011093346069839269)	(110, 0.00028971560471917075)	(115, 0.0)	(120, 0.00015230961281474868)	(125, 6.787608731552722e-06)	(130, 0.000534366505444548)	(135, 0.001225793774026113)	(140, 0.0009113844769638152)	(145, 5.1602107842901166e-05)	(150, 0.0)
